,사업장명,업태구분명,인허가일자,영업상태명,폐업일자,소재지전체주소,시설총규모
260,세대공감올드앤뉴,호프/통닭,19960912,폐업,20080624,대전광역시 서구 도마동 114-10번지 1층,18.56
261,전봇대,호프/통닭,20011121,폐업,20170728,대전광역시 서구 도마동 29-21번지 1층,80.58
262,주막,호프/통닭,19981112,폐업,20081027,대전광역시 서구 변동 61-1번지,40.72
263,와요와요,호프/통닭,19950817,폐업,20161117,대전광역시 서구 도마동 174-1번지,17.7
264,보스비어,호프/통닭,20050727,폐업,20170907,대전광역시 서구 도마동 174-7번지 1층,68.52
265,치킨과탕수육,통닭(치킨),20010628,폐업,20170330,대전광역시 서구 도마동 333-28번지,17.15
266,소나무호프,호프/통닭,20010630,폐업,20070312,대전광역시 서구 도마동 182-39번지,22.88
267,벤치,호프/통닭,19950830,폐업,20180315,대전광역시 서구 변동 47-25번지 1층,42.64
268,섬,호프/통닭,20010831,폐업,20170330,대전광역시 서구 도마동 99-1번지,130.15
269,사랑의밀물,호프/통닭,19930819,폐업,20160203,대전광역시 서구 도마동 35-12번지,29.69
270,아씨식당,호프/통닭,19960308,폐업,20130312,대전광역시 서구 도마동 74-7번지,19.38
271,마니또,통닭(치킨),20051021,폐업,20100115,대전광역시 서구 도마동 15-2번지 도마스토아 124호,34.4
272,케스케이드,호프/통닭,20010530,폐업,20080121,대전광역시 서구 도마동 328-21번지,45.43
273,이슬식당,호프/통닭,20010530,폐업,20080104,대전광역시 서구 도마동 60-11번지,31.6
274,온리비어,호프/통닭,20000509,폐업,20160801,대전광역시 서구 도마동 120-6번지 2층,223.53
275,허수아비,호프/통닭,19930210,폐업,20110920,대전광역시 서구 도마동 50-12번지,52.99
276,고향치킨식당,통닭(치킨),19930220,폐업,20040107,대전광역시 서구 변동 21-27번지,25.96
277,물보라,호프/통닭,19910823,폐업,20110707,대전광역시 서구 도마동 121-19번지,18.86
278,멕시칸치킨변동체인점,통닭(치킨),19890724,폐업,20180907,대전광역시 서구 변동 50-9번지,0.0
279,페리카나식당,통닭(치킨),19840719,폐업,20140523,대전광역시 서구 도마동 109-13번지,21.66
280,신세대소주타운,호프/통닭,19860808,폐업,20040204,대전광역시 서구 도마동 175-1번지,0.0
281,여긴뭐야,호프/통닭,19941226,폐업,20110905,대전광역시 서구 도마동 25-4번지,43.61
282,디즈니호프식당,호프/통닭,19940118,폐업,20040105,대전광역시 서구 도마동 121-20번지,27.06
283,실비집식당,호프/통닭,19930609,폐업,20120507,대전광역시 서구 도마동 141-3번지,32.54
284,한가득,호프/통닭,19911128,폐업,20170330,대전광역시 서구 도마동 50-15번지,128.11
285,희망식당,호프/통닭,19841108,폐업,20160224,대전광역시 서구 변동 49-11번지,57.36
286,장충동왕족발식당,통닭(치킨),19911210,폐업,20151217,대전광역시 서구 변동 1-21번지 2층,95.4
287,솔밭호프,호프/통닭,19850625,폐업,20170328,대전광역시 서구 도마동 143-8번지,12.92
288,대북경,호프/통닭,19940311,폐업,20141208,대전광역시 서구 도마동 330-18번지,94.91
289,안개,호프/통닭,19940430,폐업,20160609,대전광역시 서구 도마동 99-9번지,14.53
290,프리존,호프/통닭,19940504,폐업,20080626,대전광역시 서구 도마동 69-6번지 2층,76.68
291,피닉스양념통닭식당,통닭(치킨),19940601,폐업,20060102,대전광역시 서구 변동 253-41번지,19.15
292,핑크,호프/통닭,19930706,폐업,20110802,대전광역시 서구 변동 19-20번지 1층,23.44
293,비어팝,호프/통닭,19940316,폐업,20110817,대전광역시 서구 도마동 113-20번지,198.3
294,술이술이스타우트,호프/통닭,19950318,폐업,20170328,대전광역시 서구 도마동 188-13번지,104.55
295,새천년호프식당,호프/통닭,20000201,폐업,20090828,대전광역시 서구 변동 8-9번지,18.01
296,약속식당,호프/통닭,19891226,폐업,20150205,대전광역시 서구 변동 71-15번지,41.65
297,맥주촌,호프/통닭,19881219,폐업,20191007,대전광역시 서구 도마동 129-33번지,99.0
298,하늘보기,호프/통닭,19950529,폐업,20050415,대전광역시 서구 도마동 24-1번지,149.9
299,아나로그식당,호프/통닭,19891004,폐업,20080226,대전광역시 서구 도마동 120-23번지,130.63
300,하얀밤,호프/통닭,19891023,폐업,20080116,대전광역시 서구 도마동 172-14번지,56.79
301,카스광장,호프/통닭,19940617,폐업,20170328,대전광역시 서구 도마동 157-1번지,84.8
302,신나고야,호프/통닭,19940628,폐업,20080102,대전광역시 서구 도마동 330-18번지,18.48
303,썬,호프/통닭,19880531,폐업,20070130,대전광역시 서구 변동 31-6번지,32.3
304,페리카나치킨변동점,통닭(치킨),19900131,폐업,20170515,대전광역시 서구 변동 71-11번지,25.12
305,코지라이브광장,호프/통닭,19900402,폐업,20030130,대전광역시 서구 도마동 120-1번지,71.36
306,배재학당민속주점,호프/통닭,19900512,폐업,20040712,대전광역시 서구 도마동 121-7번지,129.64
307,청춘포차,호프/통닭,19900514,폐업,20200106,대전광역시 서구 도마동 121-20번지,26.47
308,향기,호프/통닭,19901102,폐업,20120309,대전광역시 서구 변동 7-27번지,0.0
309,자유공간식당,호프/통닭,19940705,폐업,20170515,대전광역시 서구 변동 46-17번지,15.56
310,뉴스호프소주방식당,호프/통닭,19940713,폐업,20050124,대전광역시 서구 도마동 143-15번지,298.75
311,너와나,호프/통닭,19920108,폐업,20140923,대전광역시 서구 도마동 123-1번지,16.83
312,그리메식당,호프/통닭,19900618,폐업,20070125,대전광역시 서구 변동 31-44번지,132.67
313,통키통키,통닭(치킨),19900706,폐업,20170626,대전광역시 서구 변동 41-23번지,19.14
314,힐튼,호프/통닭,19900821,폐업,20170328,대전광역시 서구 도마동 109-27번지 (2층),0.0
315,둥지식당,호프/통닭,19900918,폐업,20060213,대전광역시 서구 도마동 175-17번지,0.0
316,모두랑식당,호프/통닭,19940916,폐업,20080813,대전광역시 서구 변동 71-52번지,17.22
317,투다리,호프/통닭,19920312,폐업,20180131,대전광역시 서구 도마동 110-12번지 1층,22.05
318,멕시카나 양념통닭,통닭(치킨),19920601,폐업,20120703,대전광역시 서구 변동 29-9번지,22.68
319,릴렉스식당,호프/통닭,19920328,폐업,20040603,대전광역시 서구 도마동 109-13번지,149.1
320,마이호프,호프/통닭,19901025,폐업,20021018,대전광역시 서구 도마동 47-28번지,0.0
321,통통치킨식당,통닭(치킨),19901116,폐업,20020531,대전광역시 서구 도마동 180-17번지,0.0
322,쏘렌토,호프/통닭,19901123,폐업,20070417,대전광역시 서구 도마동 328-25번지,86.56
323,비어캐슬,호프/통닭,19910325,폐업,20060522,대전광역시 서구 도마동 103-4번지,19.61
324,미쳐버린파닭,통닭(치킨),19901205,폐업,20110621,대전광역시 서구 도마동 330-22번지 (1층),42.05
325,카니발,호프/통닭,19920502,폐업,20190212,대전광역시 서구 도마동 101-29번지 1층,23.18
326,배재칼국수,호프/통닭,19920506,폐업,20200806,대전광역시 서구 도마동 120-2,61.04
327,그날호프,호프/통닭,19931027,폐업,20061020,대전광역시 서구 도마동 127-12번지,21.21
328,다시찾는식당,통닭(치킨),19920624,폐업,20090930,대전광역시 서구 변동 12-42번지,21.7
329,랜드치킨,통닭(치킨),19910309,폐업,20180629,대전광역시 서구 도마동 168-35번지,28.86
330,멕시카나식당,통닭(치킨),19910416,폐업,20110426,대전광역시 서구 도마동 330번지,12.6
331,수채화식당,호프/통닭,19910416,폐업,20080215,대전광역시 서구 도마동 88-8번지,100.55
332,못잊어 식당,호프/통닭,19950722,폐업,20200625,대전광역시 서구 변동 31-6,19.8
333,시우,호프/통닭,19950726,폐업,20180404,대전광역시 서구 변동 27-41번지,20.06
334,비트식당,호프/통닭,19921103,폐업,20040107,대전광역시 서구 도마동 61-35번지,0.0
335,화조식당,호프/통닭,19920903,폐업,20180830,대전광역시 서구 변동 71-26번지,61.45
336,흥부네꼬치식당,호프/통닭,19910513,폐업,20050418,대전광역시 서구 도마동 190-34번지,0.0
337,키스호프식당,호프/통닭,19910619,폐업,20061020,대전광역시 서구 도마동 129-9번지,52.94
338,두리하나도마점,호프/통닭,19910731,폐업,20041210,대전광역시 서구 도마동 64-29번지,0.0
339,오오뎅뎅,호프/통닭,20020814,폐업,20101216,대전광역시 서구 도마동 50-8번지,84.3
340,쿨세계맥주,호프/통닭,20130305,폐업,20170328,대전광역시 서구 도마동 120-1번지 2층,76.77
341,흐르는강물처럼,호프/통닭,20020820,폐업,20070917,대전광역시 서구 도마동 185-1번지,113.95
342,세븐나잇,호프/통닭,19870905,폐업,20110613,대전광역시 서구 변동 33-26번지,38.45
343,아이앤지,호프/통닭,20020726,폐업,20040318,대전광역시 서구 도마동 123-9번지,67.56
344,사랑방꼬치식당,호프/통닭,19940107,폐업,20040107,대전광역시 서구 변동 6-6번지,29.23
345,구석기숯불바베큐치킨,통닭(치킨),20031218,폐업,20050218,대전광역시 서구 도마동 359-10번지 복음로얄상가 1층 103호,27.77
346,로데오,호프/통닭,20020808,폐업,20170809,대전광역시 서구 도마동 120-6번지,271.44
347,투다리식당,호프/통닭,19970310,폐업,20020409,대전광역시 서구 도마동 25번지,0.0
348,토크쇼,호프/통닭,20020723,폐업,20140731,대전광역시 서구 도마동 180-17번지 1층,35.06
349,소풍,호프/통닭,20020620,폐업,20170328,대전광역시 서구 도마동 110-13번지,23.85
350,도화식당,호프/통닭,20020709,폐업,20091124,대전광역시 서구 도마동 143-8번지,28.24
351,예비역,호프/통닭,20011127,폐업,20090630,대전광역시 서구 도마동 120-7번지,26.4
352,소풍,호프/통닭,20040128,폐업,20060719,대전광역시 서구 도마동 134-105번지,29.42
353,금방와,호프/통닭,19931004,폐업,20130821,대전광역시 서구 도마동 83-2번지,30.52
354,힘내라 동태찌개,호프/통닭,19991220,폐업,20020927,대전광역시 서구 도마동 121-4번지,46.18
355,술애바퀴,호프/통닭,20010317,폐업,20130813,대전광역시 서구 도마동 49-12번지 1층,99.36
356,비비큐도마점,통닭(치킨),20031121,폐업,20070330,대전광역시 서구 변동 62-7번지 (1층),25.62
357,계발새발,통닭(치킨),20010517,폐업,20170119,대전광역시 서구 도마동 93-8번지,26.4
358,꿀삐닭강정,통닭(치킨),20121107,폐업,20150421,대전광역시 서구 도마동 130-5번지,19.8
359,티니,호프/통닭,20020829,폐업,20150827,대전광역시 서구 도마동 165-7번지,55.8
360,옛고을할매왕족발,통닭(치킨),20011201,폐업,20070419,대전광역시 서구 변동 34-9번지,18.9
361,일미식당,호프/통닭,20011214,폐업,20060915,대전광역시 서구 도마동 142-6번지,27.42
362,반갑다친구야,호프/통닭,20020522,폐업,20081201,대전광역시 서구 도마동 100-16번지,85.73
363,카페노리터배재대점,호프/통닭,20130225,폐업,20191219,대전광역시 서구 도마동 50-29번지 2층,82.46
364,길모퉁이,호프/통닭,20130228,폐업,20171113,대전광역시 서구 도마동 69-1번지 2층,112.25
365,만원의행복에막걸리,호프/통닭,20020401,폐업,20080807,대전광역시 서구 변동 50-12번지,60.42
366,맥주파티,호프/통닭,20020401,폐업,20170515,대전광역시 서구 변동 65-63번지,28.8
367,들랑식당,호프/통닭,20020326,폐업,20061206,대전광역시 서구 도마동 144-11번지 1층,48.79
368,술도깨비,호프/통닭,20020409,폐업,20170328,대전광역시 서구 도마동 100-19번지,95.06
369,북경바베큐,통닭(치킨),20020424,폐업,20060925,대전광역시 서구 도마동 132-20번지,4.71
370,꼬꾸마시,호프/통닭,20020427,폐업,20070125,대전광역시 서구 도마동 26-29번지,72.63
371,블랙호프,호프/통닭,20020119,폐업,20080922,대전광역시 서구 변동 30-7번지,112.8
372,길모퉁이식당,호프/통닭,20020216,폐업,20030214,대전광역시 서구 도마동 359-10번지,27.45
373,마이웨이,호프/통닭,20020304,폐업,20170330,대전광역시 서구 도마동 349-8번지 지하1층,56.37
374,이자카야,호프/통닭,20020308,폐업,20170330,대전광역시 서구 도마동 50-15번지,59.0
375,해와달,호프/통닭,19990622,폐업,20020527,대전광역시 서구 도마동 135-22번지,0.0
376,좋은사람,호프/통닭,19970814,폐업,20120523,대전광역시 서구 도마동 24-6번지 (2층),126.1
377,다인식당,호프/통닭,19970731,폐업,20060925,대전광역시 서구 도마동 131-33번지,17.68
378,비올라,호프/통닭,20020925,폐업,20030421,대전광역시 서구 도마동 106-23번지,69.25
379,에스에스,호프/통닭,20020917,폐업,20090511,대전광역시 서구 도마동 69-1번지 2층,76.08
380,미쓰리,호프/통닭,19971216,폐업,20180703,대전광역시 서구 도마동 25-3번지 지하1층,26.1
381,맥주파티식당,호프/통닭,19990728,폐업,20011231,대전광역시 서구 변동 65-63번지,0.0
382,대파도,호프/통닭,20021010,폐업,20050621,대전광역시 서구 도마동 110-9번지 (1층),68.96
383,천석돌솥밥,호프/통닭,19990821,폐업,20181022,대전광역시 서구 변동 4-36번지,31.3
384,닉스녹스,호프/통닭,20021211,폐업,20170328,대전광역시 서구 도마동 110-11번지,69.11
385,칸스치킨,통닭(치킨),20021217,폐업,20050218,대전광역시 서구 변동 47-3번지,26.1
386,실내포장마차소주방,호프/통닭,20021029,폐업,20030116,대전광역시 서구 도마동 185-16번지,16.94
387,족발맨식당,통닭(치킨),19980403,폐업,20060925,대전광역시 서구 도마동 17-44번지 (1층),21.85
388,희태호프,호프/통닭,20021120,폐업,20060424,대전광역시 서구 도마동 47-28번지,19.19
389,신철판닭똥집,호프/통닭,19980715,폐업,20170328,대전광역시 서구 도마동 108-18번지,47.58
390,나드리식당,호프/통닭,19980410,폐업,20090203,대전광역시 서구 도마동 142-54번지,82.89
391,오아시스,호프/통닭,20021118,폐업,20170328,대전광역시 서구 도마동 17-37번지,16.43
392,와꾸나,호프/통닭,20021126,폐업,20090410,대전광역시 서구 도마동 25-2번지,100.19
393,에이치,호프/통닭,20021230,폐업,20170328,대전광역시 서구 도마동 109-13번지 2층,71.61
394,부마,호프/통닭,19970710,폐업,20180703,대전광역시 서구 도마동 175-17번지 2층,56.6
395,날아라영계치킨,호프/통닭,19990602,폐업,20070718,대전광역시 서구 도마동 53-34번지,15.2
396,루비,호프/통닭,20030124,폐업,20060925,대전광역시 서구 도마동 88-19번지,15.78
397,보스카스라운지,호프/통닭,20021029,폐업,20080423,대전광역시 서구 도마동 106-23번지,160.43
398,갱스터식당,호프/통닭,19971121,폐업,20170328,대전광역시 서구 도마동 120-6번지,133.02
399,그림두장,호프/통닭,20021029,폐업,20100507,대전광역시 서구 도마동 209-5번지,100.98
400,투다리(배재대점),호프/통닭,19990916,폐업,20160202,대전광역시 서구 도마동 25-8번지,24.0
401,오비게이트나드리2,호프/통닭,19970616,폐업,20050524,대전광역시 서구 도마동 142-14번지 (2층),111.84
402,산에언덕에,호프/통닭,19971024,폐업,20060613,대전광역시 서구 도마동 15-1번지 (도마스토아 118호),26.95
403,컴퓨터와휴식공간,호프/통닭,19971028,폐업,20040204,대전광역시 서구 도마동 23-33번지,128.35
404,해피꼬치킨,통닭(치킨),19980921,폐업,20140717,대전광역시 서구 도마동 50-52번지,30.61
405,엎어식당,호프/통닭,19990609,폐업,20140818,대전광역시 서구 도마동 109-5번지,93.18
406,멕시카나치킨식당,통닭(치킨),19971110,폐업,20120405,대전광역시 서구 도마동 142-3번지,29.97
407,헬로우코코구이,통닭(치킨),20021206,폐업,20040531,대전광역시 서구 도마동 107-9번지,21.92
408,맛쎈깐풍기,호프/통닭,19990823,폐업,20120928,대전광역시 서구 도마동 35-27번지,15.78
409,꼬꾸마시배재점,호프/통닭,20021025,폐업,20071218,대전광역시 서구 도마동 121-4번지,90.71
410,빨간오뎅,호프/통닭,19990823,폐업,20040616,대전광역시 서구 도마동 34-42번지,21.79
411,논스톱,호프/통닭,19950830,폐업,20080326,대전광역시 서구 도마동 328-26번지,93.17
412,리베,호프/통닭,20051206,폐업,20170515,대전광역시 서구 변동 80-5번지 1층,46.57
413,멜리(배재점),호프/통닭,19971223,폐업,20060925,대전광역시 서구 도마동 25-6번지,163.34
414,징기스칸,호프/통닭,19980323,폐업,20060925,대전광역시 서구 도마동 88-2번지 (1층),11.09
415,맥주랑소주랑,호프/통닭,20021111,폐업,20061023,대전광역시 서구 도마동 39-15번지,16.28
416,큰통치킨,호프/통닭,20021221,폐업,20180418,대전광역시 서구 도마동 49-9번지,63.97
417,바커스,호프/통닭,20011220,폐업,20031028,대전광역시 서구 도마동 120-1번지,79.88
418,이카루스,호프/통닭,20020531,폐업,20071205,대전광역시 서구 도마동 60-36번지,26.65
419,칼리,호프/통닭,20030906,폐업,20140820,대전광역시 서구 도마동 142-40번지,84.92
420,홍대를정복한똥집도마점,통닭(치킨),20120125,폐업,20150506,대전광역시 서구 도마동 33-1번지,39.33
421,올스타,호프/통닭,20101229,폐업,20150223,대전광역시 서구 도마동 15-1번지 (지하1층 101호),155.2
422,반할껄홀딱치킨,통닭(치킨),20070620,폐업,20091223,대전광역시 서구 도마동 121-7번지 1층9호,23.89
423,하림훼미리치킨,통닭(치킨),20030612,폐업,20050609,대전광역시 서구 도마동 125-2번지,24.22
424,써니비어,호프/통닭,20070612,폐업,20170131,대전광역시 서구 도마동 34-29번지 1층,38.33
425,무우호프,호프/통닭,19990225,폐업,20180806,대전광역시 서구 도마동 175-14번지,95.42
426,최가네왕족발보쌈식당,통닭(치킨),19990305,폐업,20071102,대전광역시 서구 변동 73-3번지,0.0
427,버블하우스,호프/통닭,20070801,폐업,20170713,대전광역시 서구 도마동 26-29번지 1층,69.89
428,사랑방치킨,통닭(치킨),20040921,폐업,20080908,대전광역시 서구 도마동 84-1번지 1층,26.22
429,계동치킨,호프/통닭,20070912,폐업,20200305,대전광역시 서구 도마동 47-28번지 (1층),35.28
430,좋은사람들,호프/통닭,20030617,폐업,20060613,대전광역시 서구 도마동 120-1번지,78.97
431,호프광장,호프/통닭,20030723,폐업,20110628,대전광역시 서구 변동 21-4번지,97.73
432,아이리스,호프/통닭,20050310,폐업,20170328,대전광역시 서구 도마동 120-21번지 지하1층,107.0
433,꾸이마당,호프/통닭,20040924,폐업,20170330,대전광역시 서구 도마동 66-1번지 1층,28.61
434,청량리골뱅이,호프/통닭,20060831,폐업,20070510,대전광역시 서구 도마동 124-5번지 1층,38.85
435,비어캐슬,호프/통닭,20060818,폐업,20070601,대전광역시 서구 도마동 103-4번지 1층,67.75
436,오케이호프,호프/통닭,20060901,폐업,20191227,대전광역시 서구 도마동 69-6번지 1층,32.69
437,2080막걸리광장,호프/통닭,20060901,폐업,20070731,대전광역시 서구 도마동 131-1번지 1층,110.04
438,달인,호프/통닭,20071109,폐업,20130423,대전광역시 서구 도마동 61-9번지 (1층),79.84
439,중앙치킨,통닭(치킨),20030315,폐업,20060925,대전광역시 서구 도마동 132-20번지,17.16
440,박수일의배달,호프/통닭,20030315,폐업,20140819,대전광역시 서구 도마동 120-6번지,200.01
441,렉시식당,호프/통닭,20030326,폐업,20170328,대전광역시 서구 도마동 113-16번지,64.25
442,펀펀퓨전치킨뷔페,호프/통닭,20120828,폐업,20140820,대전광역시 서구 도마동 24-7번지,179.2
443,아이씨지치킨앤버거 도마배재대점,호프/통닭,20120828,폐업,20170809,대전광역시 서구 도마동 29-22번지,32.28
444,미쳐버린파닭,통닭(치킨),20110722,폐업,20130516,대전광역시 서구 도마동 330-22번지 (1층),42.05
445,소문난호프,호프/통닭,20110726,폐업,20120410,대전광역시 서구 변동 64-35번지 (1층),80.84
446,진희네잔치국수,호프/통닭,20060403,폐업,20151201,대전광역시 서구 도마동 106-21번지 (1층),68.39
447,황금포차,호프/통닭,20110816,폐업,20150616,대전광역시 서구 변동 19-20번지 1층,30.6
448,공감식당,호프/통닭,20060404,폐업,20200224,대전광역시 서구 도마동 328-4번지 도마@상가1층5호,84.05
449,해피꼬바베큐,호프/통닭,20060406,폐업,20110620,대전광역시 서구 도마동 47-28번지 1층,30.57
450,장충동왕족발보쌈,호프/통닭,20060414,폐업,20190115,대전광역시 서구 도마동 188-1번지 1층,35.8
451,웰빙족발별난치킨,통닭(치킨),20061120,폐업,20081027,대전광역시 서구 도마동 33-1번지 1층,22.95
452,풍년치킨호프,통닭(치킨),20120321,폐업,20130122,대전광역시 서구 도마동 171-40번지 1층,26.4
453,아싸리비야매운떡볶이,호프/통닭,20101214,폐업,20141010,대전광역시 서구 도마동 110-12번지 1층,28.21
454,버블하우스,호프/통닭,20171018,폐업,20190726,대전광역시 서구 도마동 26-29번지,95.34
455,더조은두마리치킨,통닭(치킨),20061115,폐업,20120614,대전광역시 서구 도마동 328-4번지 (1층 3호),43.23
456,로그아웃,호프/통닭,20060515,폐업,20080604,대전광역시 서구 도마동 109-6번지 2층,77.78
457,다모아,호프/통닭,20070629,폐업,20170328,대전광역시 서구 도마동 125-2번지 (1층),38.25
458,정류장호프,호프/통닭,20180419,폐업,20190620,대전광역시 서구 변동 7-39번지,38.66
459,클라우드,호프/통닭,20110209,폐업,20150105,대전광역시 서구 도마동 50-28번지 (1층),27.07
460,동네오빠,호프/통닭,20180213,폐업,20190306,대전광역시 서구 도마동 50-29번지,30.29
461,모여라불닭발,호프/통닭,20111010,폐업,20170515,대전광역시 서구 변동 24-51번지 (1층),37.8
462,도쿄라멘3900,호프/통닭,20160118,폐업,20200413,대전광역시 서구 도마동 35-7번지,26.45
463,불닭스토리,호프/통닭,20160218,폐업,20171120,대전광역시 서구 도마동 33-14번지,15.18
464,붐,호프/통닭,20060609,폐업,20100212,"대전광역시 서구 도마동 194번지 1,2층",105.84
465,약속커피호프,호프/통닭,20160923,폐업,20170529,대전광역시 서구 도마동 103-11번지,17.86
466,만년닭강정배재대점,호프/통닭,20180309,폐업,20190312,대전광역시 서구 도마동 25-2번지,36.75
467,요런요치킨,호프/통닭,20160407,폐업,20160627,대전광역시 서구 도마동 107-27번지,39.6
468,낭만포차,호프/통닭,20180713,폐업,20191205,대전광역시 서구 변동 41-21번지,34.37
469,옛날왕족발보쌈,통닭(치킨),20051116,폐업,20070615,대전광역시 서구 도마동 165-9번지 1층,19.0
470,맥시칸양녕통닭내동가장점,통닭(치킨),20060629,폐업,20081231,대전광역시 서구 변동 16-1번지 1층,28.84
471,고소미치킨배재대점,통닭(치킨),20120216,폐업,20130605,대전광역시 서구 도마동 25-2번지 1층,32.11
