날짜,지점,강수량(mm)
2019-04-14,133,0.5
2019-04-15,133,
2019-04-16,133,
2019-04-17,133,
2019-04-18,133,
2019-04-19,133,0.2
2019-04-20,133,
2019-04-21,133,
2019-04-22,133,
2019-04-23,133,6.2
2019-04-24,133,21.8
2019-04-25,133,7.7
2019-04-26,133,1.2
2019-04-27,133,
2019-04-28,133,0.4
2019-04-29,133,16.6
2019-04-30,133,
2019-05-01,133,
2019-05-02,133,
2019-05-03,133,
2019-05-04,133,
2019-05-05,133,
2019-05-06,133,0
2019-05-07,133,
2019-05-08,133,
2019-05-09,133,
2019-05-10,133,
2019-05-11,133,
2019-05-12,133,
2019-05-13,133,0
2019-05-14,133,
2019-05-15,133,
2019-05-16,133,
2019-05-17,133,0
2019-05-18,133,14.3
2019-05-19,133,0.7
2019-05-20,133,6
2019-05-21,133,
2019-05-22,133,
2019-05-23,133,
2019-05-24,133,
2019-05-25,133,
2019-05-26,133,0
2019-05-27,133,14.4
2019-05-28,133,
2019-05-29,133,
2019-05-30,133,0.2
2019-05-31,133,0
2019-06-01,133,
2019-06-02,133,
2019-06-03,133,
2019-06-04,133,
2019-06-05,133,
2019-06-06,133,17.1
2019-06-07,133,25.6
2019-06-08,133,
2019-06-09,133,9
2019-06-10,133,11.1
2019-06-11,133,
2019-06-12,133,
2019-06-13,133,
2019-06-14,133,
2019-06-15,133,
2019-06-16,133,
2019-06-17,133,
2019-06-18,133,0.1
2019-06-19,133,
2019-06-20,133,
2019-06-21,133,
2019-06-22,133,0
2019-06-23,133,
2019-06-24,133,
2019-06-25,133,
2019-06-26,133,1.7
2019-06-27,133,0.6
2019-06-28,133,0
2019-06-29,133,12.7
2019-06-30,133,
2019-07-01,133,
2019-07-02,133,
2019-07-03,133,
2019-07-04,133,
2019-07-05,133,
2019-07-06,133,
2019-07-07,133,
2019-07-08,133,0.6
2019-07-09,133,
2019-07-10,133,18.3
2019-07-11,133,3.7
2019-07-12,133,
2019-07-13,133,
2019-07-14,133,
2019-07-15,133,12.8
2019-07-16,133,23.3
2019-07-17,133,0
2019-07-18,133,4.1
2019-07-19,133,0
2019-07-20,133,18.7
2019-07-21,133,26.8
2019-07-22,133,0
2019-07-23,133,
2019-07-24,133,0
2019-07-25,133,46.5
2019-07-26,133,15.4
2019-07-27,133,9.2
2019-07-28,133,19.6
2019-07-29,133,
2019-07-30,133,
2019-07-31,133,
2019-08-01,133,
2019-08-02,133,
2019-08-03,133,
2019-08-04,133,0
2019-08-05,133,
2019-08-06,133,
2019-08-07,133,12.4
2019-08-08,133,1.1
2019-08-09,133,0.2
2019-08-10,133,
2019-08-11,133,0
2019-08-12,133,1.3
2019-08-13,133,0
2019-08-14,133,
2019-08-15,133,12.7
2019-08-16,133,0.6
2019-08-17,133,2.1
2019-08-18,133,
2019-08-19,133,
2019-08-20,133,
2019-08-21,133,3.7
2019-08-22,133,19.9
2019-08-23,133,0
2019-08-24,133,
2019-08-25,133,
2019-08-26,133,
2019-08-27,133,34.6
2019-08-28,133,1
2019-08-29,133,13.3
2019-08-30,133,1.4
2019-08-31,133,
2019-09-01,133,
2019-09-02,133,10.2
2019-09-03,133,2
2019-09-04,133,2.9
2019-09-05,133,24
2019-09-06,133,0.1
2019-09-07,133,1.5
2019-09-08,133,0.7
2019-09-09,133,12.1
2019-09-10,133,0
2019-09-11,133,0.5
2019-09-12,133,6.6
2019-09-13,133,
2019-09-14,133,
2019-09-15,133,
2019-09-16,133,
2019-09-17,133,
2019-09-18,133,
2019-09-19,133,
2019-09-20,133,
2019-09-21,133,38.3
2019-09-22,133,68
2019-09-23,133,0.1
2019-09-24,133,
2019-09-25,133,
2019-09-26,133,
2019-09-27,133,
2019-09-28,133,
2019-09-29,133,
2019-09-30,133,
2019-10-01,133,
2019-10-02,133,82.5
2019-10-03,133,11
2019-10-04,133,
2019-10-05,133,0
2019-10-06,133,
2019-10-07,133,11.8
2019-10-08,133,
2019-10-09,133,
2019-10-10,133,
2019-10-11,133,
2019-10-12,133,
2019-10-13,133,
2019-10-14,133,
2019-10-15,133,
2019-10-16,133,
2019-10-17,133,
2019-10-18,133,
2019-10-19,133,
2019-10-20,133,
2019-10-21,133,
2019-10-22,133,
2019-10-23,133,0
2019-10-24,133,
2019-10-25,133,
2019-10-26,133,
2019-10-27,133,
2019-10-28,133,
2019-10-29,133,0.8
2019-10-30,133,
2019-10-31,133,
2019-11-01,133,
2019-11-02,133,
2019-11-03,133,
2019-11-04,133,
2019-11-05,133,
2019-11-06,133,
2019-11-07,133,
2019-11-08,133,
2019-11-09,133,
2019-11-10,133,9.6
2019-11-11,133,1.3
2019-11-12,133,
2019-11-13,133,1.7
2019-11-14,133,0
2019-11-15,133,0
2019-11-16,133,0.4
2019-11-17,133,65.2
2019-11-18,133,15.3
2019-11-19,133,0
2019-11-20,133,
2019-11-21,133,
2019-11-22,133,
2019-11-23,133,0
2019-11-24,133,0.5
2019-11-25,133,
2019-11-26,133,
2019-11-27,133,0
2019-11-28,133,
2019-11-29,133,
2019-11-30,133,
2019-12-01,133,12.3
2019-12-02,133,0
2019-12-03,133,0.1
2019-12-04,133,0.1
2019-12-05,133,
2019-12-06,133,
2019-12-07,133,
2019-12-08,133,
2019-12-09,133,
2019-12-10,133,
2019-12-11,133,0.2
2019-12-12,133,
2019-12-13,133,
2019-12-14,133,0.6
2019-12-15,133,
2019-12-16,133,
2019-12-17,133,1.9
2019-12-18,133,
2019-12-19,133,
2019-12-20,133,0.2
2019-12-21,133,
2019-12-22,133,
2019-12-23,133,0.1
2019-12-24,133,
2019-12-25,133,
2019-12-26,133,3
2019-12-27,133,
2019-12-28,133,
2019-12-29,133,7
2019-12-30,133,1.5
2019-12-31,133,0
2020-01-01,133,0
2020-01-02,133,
2020-01-03,133,
2020-01-04,133,
2020-01-05,133,
2020-01-06,133,10.3
2020-01-07,133,57
2020-01-08,133,2.4
2020-01-09,133,
2020-01-10,133,
2020-01-11,133,
2020-01-12,133,
2020-01-13,133,0
2020-01-14,133,
2020-01-15,133,
2020-01-16,133,
2020-01-17,133,
2020-01-18,133,
2020-01-19,133,
2020-01-20,133,0
2020-01-21,133,
2020-01-22,133,0.7
2020-01-23,133,0.6
2020-01-24,133,
2020-01-25,133,
2020-01-26,133,
2020-01-27,133,7.5
2020-01-28,133,0
2020-01-29,133,
2020-01-30,133,
2020-01-31,133,
2020-02-01,133,
2020-02-02,133,
2020-02-03,133,0
2020-02-04,133,0.7
2020-02-05,133,0.1
2020-02-06,133,
2020-02-07,133,
2020-02-08,133,
2020-02-09,133,
2020-02-10,133,
2020-02-11,133,
2020-02-12,133,15.8
2020-02-13,133,0.1
2020-02-14,133,
2020-02-15,133,1.5
2020-02-16,133,8.4
2020-02-17,133,0.7
2020-02-18,133,0.1
2020-02-19,133,
2020-02-20,133,
2020-02-21,133,2.3
2020-02-22,133,1.2
2020-02-23,133,
2020-02-24,133,0.4
2020-02-25,133,55.3
2020-02-26,133,
2020-02-27,133,
2020-02-28,133,4.6
2020-02-29,133,
2020-03-01,133,
2020-03-02,133,
2020-03-03,133,
2020-03-04,133,0
2020-03-05,133,
2020-03-06,133,
2020-03-07,133,0
2020-03-08,133,
2020-03-09,133,1.6
2020-03-10,133,8.8
2020-03-11,133,
2020-03-12,133,
2020-03-13,133,
2020-03-14,133,
2020-03-15,133,0
2020-03-16,133,
2020-03-17,133,
2020-03-18,133,
2020-03-19,133,
2020-03-20,133,
2020-03-21,133,
2020-03-22,133,
2020-03-23,133,
2020-03-24,133,
2020-03-25,133,
2020-03-26,133,1.4
2020-03-27,133,12.6
2020-03-28,133,
2020-03-29,133,
2020-03-30,133,
2020-03-31,133,
2020-04-01,133,
2020-04-02,133,
2020-04-03,133,
2020-04-04,133,
2020-04-05,133,
2020-04-06,133,
2020-04-07,133,
2020-04-08,133,
2020-04-09,133,
2020-04-10,133,
2020-04-11,133,
2020-04-12,133,1.3
2020-04-13,133,
2020-04-14,133,
2020-04-15,133,
2020-04-16,133,
2020-04-17,133,4
2020-04-18,133,0.1
2020-04-19,133,12.4
2020-04-20,133,0
2020-04-21,133,
2020-04-22,133,0
2020-04-23,133,
2020-04-24,133,
2020-04-25,133,
2020-04-26,133,
2020-04-27,133,0
2020-04-28,133,
2020-04-29,133,
2020-04-30,133,
2020-05-01,133,
2020-05-02,133,0
2020-05-03,133,6.5
2020-05-04,133,
2020-05-05,133,1.4
2020-05-06,133,
2020-05-07,133,
2020-05-08,133,7.4
2020-05-09,133,17.9
2020-05-10,133,0.1
2020-05-11,133,0
2020-05-12,133,0.2
2020-05-13,133,
2020-05-14,133,
2020-05-15,133,24.9
2020-05-16,133,0
2020-05-17,133,
2020-05-18,133,7.6
2020-05-19,133,3.3
2020-05-20,133,
2020-05-21,133,
2020-05-22,133,8.3
2020-05-23,133,
2020-05-24,133,2.8
2020-05-25,133,
2020-05-26,133,0
2020-05-27,133,0
2020-05-28,133,
2020-05-29,133,
2020-05-30,133,
2020-05-31,133,
2020-06-01,133,0.6
2020-06-02,133,0
2020-06-03,133,0
2020-06-04,133,
2020-06-05,133,
2020-06-06,133,3.4
2020-06-07,133,0
2020-06-08,133,
2020-06-09,133,
2020-06-10,133,58.7
2020-06-11,133,27.7
2020-06-12,133,3.6
2020-06-13,133,19.6
2020-06-14,133,0.8
2020-06-15,133,
2020-06-16,133,
2020-06-17,133,
2020-06-18,133,0.7
2020-06-19,133,0
2020-06-20,133,0.1
2020-06-21,133,
2020-06-22,133,
2020-06-23,133,
2020-06-24,133,7.3
2020-06-25,133,3.9
2020-06-26,133,0.1
2020-06-27,133,0
2020-06-28,133,
2020-06-29,133,41.5
2020-06-30,133,24.5
2020-07-01,133,0.2
2020-07-02,133,
2020-07-03,133,1
2020-07-04,133,0
2020-07-05,133,
2020-07-06,133,0.2
2020-07-07,133,0.2
2020-07-08,133,
2020-07-09,133,
2020-07-10,133,9.5
2020-07-11,133,
2020-07-12,133,43.8
2020-07-13,133,117.9
2020-07-14,133,6.1
2020-07-15,133,9.3
2020-07-16,133,
2020-07-17,133,
2020-07-18,133,
2020-07-19,133,7.2
2020-07-20,133,20.2
2020-07-21,133,
2020-07-22,133,25.1
2020-07-23,133,52.8
2020-07-24,133,13.5
2020-07-25,133,2.6
2020-07-26,133,0.4
2020-07-27,133,2.6
2020-07-28,133,6.6
2020-07-29,133,67.9
2020-07-30,133,141.3
2020-07-31,133,16.5
2020-08-01,133,17.5
2020-08-02,133,5.4
2020-08-03,133,1.4
2020-08-04,133,18.5
2020-08-05,133,24.4
2020-08-06,133,24
2020-08-07,133,34.9
2020-08-08,133,42.9
2020-08-09,133,32.1
2020-08-10,133,17.5
2020-08-11,133,59.3
2020-08-12,133,17.5
2020-08-13,133,
2020-08-14,133,0.6
2020-08-15,133,
2020-08-16,133,
2020-08-17,133,
2020-08-18,133,
2020-08-19,133,
2020-08-20,133,
2020-08-21,133,
2020-08-22,133,11.8
2020-08-23,133,
2020-08-24,133,
2020-08-25,133,
2020-08-26,133,1.6
2020-08-27,133,1
2020-08-28,133,27.4
2020-08-29,133,15.3
2020-08-30,133,8.4
2020-08-31,133,0.1
2020-09-01,133,0
2020-09-02,133,26.2
2020-09-03,133,61.8
2020-09-04,133,
2020-09-05,133,
2020-09-06,133,22.8
2020-09-07,133,29
2020-09-08,133,0.2
2020-09-09,133,9.9
2020-09-10,133,
2020-09-11,133,3
2020-09-12,133,11.7
2020-09-13,133,
2020-09-14,133,
2020-09-15,133,0.1
2020-09-16,133,4.8
2020-09-17,133,0
2020-09-18,133,
2020-09-19,133,4.1
2020-09-20,133,
2020-09-21,133,
2020-09-22,133,
2020-09-23,133,
2020-09-24,133,
2020-09-25,133,
2020-09-26,133,
