,날짜,영업가게
1248,2019-03-16,31
1249,2019-03-17,31
1250,2019-03-18,31
1251,2019-03-19,31
1252,2019-03-20,31
1253,2019-03-21,31
1254,2019-03-22,31
1255,2019-03-23,31
1256,2019-03-24,31
1257,2019-03-25,31
1258,2019-03-26,31
1259,2019-03-27,31
1260,2019-03-28,31
1261,2019-03-29,31
1262,2019-03-30,31
1263,2019-03-31,31
1264,2019-04-01,31
1265,2019-04-02,31
1266,2019-04-03,31
1267,2019-04-04,31
1268,2019-04-05,31
1269,2019-04-06,31
1270,2019-04-07,31
1271,2019-04-08,31
1272,2019-04-09,31
1273,2019-04-10,31
1274,2019-04-11,32
1275,2019-04-12,32
1276,2019-04-13,32
1277,2019-04-14,32
1278,2019-04-15,32
1279,2019-04-16,32
1280,2019-04-17,32
1281,2019-04-18,32
1282,2019-04-19,32
1283,2019-04-20,32
1284,2019-04-21,32
1285,2019-04-22,32
1286,2019-04-23,33
1287,2019-04-24,32
1288,2019-04-25,32
1289,2019-04-26,32
1290,2019-04-27,32
1291,2019-04-28,32
1292,2019-04-29,32
1293,2019-04-30,32
1294,2019-05-01,32
1295,2019-05-02,32
1296,2019-05-03,32
1297,2019-05-04,32
1298,2019-05-05,32
1299,2019-05-06,32
1300,2019-05-07,32
1301,2019-05-08,32
1302,2019-05-09,32
1303,2019-05-10,32
1304,2019-05-11,32
1305,2019-05-12,32
1306,2019-05-13,32
1307,2019-05-14,32
1308,2019-05-15,32
1309,2019-05-16,32
1310,2019-05-17,32
1311,2019-05-18,32
1312,2019-05-19,32
1313,2019-05-20,32
1314,2019-05-21,32
1315,2019-05-22,32
1316,2019-05-23,32
1317,2019-05-24,32
1318,2019-05-25,32
1319,2019-05-26,32
1320,2019-05-27,32
1321,2019-05-28,32
1322,2019-05-29,32
1323,2019-05-30,32
1324,2019-05-31,32
1325,2019-06-01,32
1326,2019-06-02,32
1327,2019-06-03,32
1328,2019-06-04,32
1329,2019-06-05,32
1330,2019-06-06,32
1331,2019-06-07,32
1332,2019-06-08,32
1333,2019-06-09,32
1334,2019-06-10,32
1335,2019-06-11,32
1336,2019-06-12,32
1337,2019-06-13,32
1338,2019-06-14,32
1339,2019-06-15,32
1340,2019-06-16,32
1341,2019-06-17,32
1342,2019-06-18,32
1343,2019-06-19,33
1344,2019-06-20,33
1345,2019-06-21,33
1346,2019-06-22,33
1347,2019-06-23,33
1348,2019-06-24,33
1349,2019-06-25,33
1350,2019-06-26,33
1351,2019-06-27,33
1352,2019-06-28,33
1353,2019-06-29,33
1354,2019-06-30,33
1355,2019-07-01,33
1356,2019-07-02,33
1357,2019-07-03,33
1358,2019-07-04,33
1359,2019-07-05,33
1360,2019-07-06,33
1361,2019-07-07,33
1362,2019-07-08,33
1363,2019-07-09,33
1364,2019-07-10,33
1365,2019-07-11,33
1366,2019-07-12,32
1367,2019-07-13,32
1368,2019-07-14,32
1369,2019-07-15,32
1370,2019-07-16,32
1371,2019-07-17,32
1372,2019-07-18,32
1373,2019-07-19,32
1374,2019-07-20,32
1375,2019-07-21,32
1376,2019-07-22,32
1377,2019-07-23,32
1378,2019-07-24,32
1379,2019-07-25,32
1380,2019-07-26,32
1381,2019-07-27,32
1382,2019-07-28,32
1383,2019-07-29,32
1384,2019-07-30,32
1385,2019-07-31,32
1386,2019-08-01,32
1387,2019-08-02,32
1388,2019-08-03,32
1389,2019-08-04,32
1390,2019-08-05,32
1391,2019-08-06,32
1392,2019-08-07,32
1393,2019-08-08,32
1394,2019-08-09,32
1395,2019-08-10,32
1396,2019-08-11,32
1397,2019-08-12,32
1398,2019-08-13,32
1399,2019-08-14,32
1400,2019-08-15,32
1401,2019-08-16,32
1402,2019-08-17,32
1403,2019-08-18,32
1404,2019-08-19,32
1405,2019-08-20,32
1406,2019-08-21,32
1407,2019-08-22,32
1408,2019-08-23,32
1409,2019-08-24,32
1410,2019-08-25,32
1411,2019-08-26,32
1412,2019-08-27,32
1413,2019-08-28,32
1414,2019-08-29,32
1415,2019-08-30,32
1416,2019-08-31,32
1417,2019-09-01,32
1418,2019-09-02,32
1419,2019-09-03,32
1420,2019-09-04,32
1421,2019-09-05,32
1422,2019-09-06,32
1423,2019-09-07,32
1424,2019-09-08,32
1425,2019-09-09,32
1426,2019-09-10,32
1427,2019-09-11,32
1428,2019-09-12,32
1429,2019-09-13,32
1430,2019-09-14,32
1431,2019-09-15,32
1432,2019-09-16,32
1433,2019-09-17,32
1434,2019-09-18,32
1435,2019-09-19,32
1436,2019-09-20,32
1437,2019-09-21,32
1438,2019-09-22,32
1439,2019-09-23,32
1440,2019-09-24,32
1441,2019-09-25,32
1442,2019-09-26,32
1443,2019-09-27,32
1444,2019-09-28,32
1445,2019-09-29,32
1446,2019-09-30,32
1447,2019-10-01,32
1448,2019-10-02,32
1449,2019-10-03,32
1450,2019-10-04,32
1451,2019-10-05,32
1452,2019-10-06,32
1453,2019-10-07,32
1454,2019-10-08,32
1455,2019-10-09,32
1456,2019-10-10,32
1457,2019-10-11,32
1458,2019-10-12,32
1459,2019-10-13,32
1460,2019-10-14,32
1461,2019-10-15,32
1462,2019-10-16,32
1463,2019-10-17,32
1464,2019-10-18,32
1465,2019-10-19,32
1466,2019-10-20,32
1467,2019-10-21,32
1468,2019-10-22,32
1469,2019-10-23,32
1470,2019-10-24,32
1471,2019-10-25,32
1472,2019-10-26,32
1473,2019-10-27,32
1474,2019-10-28,32
1475,2019-10-29,32
1476,2019-10-30,32
1477,2019-10-31,32
1478,2019-11-01,32
1479,2019-11-02,32
1480,2019-11-03,32
1481,2019-11-04,32
1482,2019-11-05,32
1483,2019-11-06,32
1484,2019-11-07,32
1485,2019-11-08,32
1486,2019-11-09,32
1487,2019-11-10,32
1488,2019-11-11,32
1489,2019-11-12,32
1490,2019-11-13,32
1491,2019-11-14,32
1492,2019-11-15,32
1493,2019-11-16,32
1494,2019-11-17,32
1495,2019-11-18,32
1496,2019-11-19,32
1497,2019-11-20,32
1498,2019-11-21,32
1499,2019-11-22,32
1500,2019-11-23,32
1501,2019-11-24,32
1502,2019-11-25,32
1503,2019-11-26,32
1504,2019-11-27,32
1505,2019-11-28,32
1506,2019-11-29,32
1507,2019-11-30,32
1508,2019-12-01,32
1509,2019-12-02,32
1510,2019-12-03,32
1511,2019-12-04,32
1512,2019-12-05,32
1513,2019-12-06,32
1514,2019-12-07,32
1515,2019-12-08,32
1516,2019-12-09,32
1517,2019-12-10,32
1518,2019-12-11,32
1519,2019-12-12,32
1520,2019-12-13,32
1521,2019-12-14,32
1522,2019-12-15,32
1523,2019-12-16,32
1524,2019-12-17,32
1525,2019-12-18,32
1526,2019-12-19,32
1527,2019-12-20,32
1528,2019-12-21,31
1529,2019-12-22,31
1530,2019-12-23,31
1531,2019-12-24,31
1532,2019-12-25,31
1533,2019-12-26,31
1534,2019-12-27,31
1535,2019-12-28,30
1536,2019-12-29,30
1537,2019-12-30,30
1538,2019-12-31,30
1539,2020-01-01,30
1540,2020-01-02,30
1541,2020-01-03,30
1542,2020-01-04,30
1543,2020-01-05,30
1544,2020-01-06,30
1545,2020-01-07,30
1546,2020-01-08,30
1547,2020-01-09,30
1548,2020-01-10,30
1549,2020-01-11,30
1550,2020-01-12,30
1551,2020-01-13,30
1552,2020-01-14,30
1553,2020-01-15,30
1554,2020-01-16,30
1555,2020-01-17,30
1556,2020-01-18,30
1557,2020-01-19,30
1558,2020-01-20,30
1559,2020-01-21,30
1560,2020-01-22,30
1561,2020-01-23,30
1562,2020-01-24,30
1563,2020-01-25,30
1564,2020-01-26,30
1565,2020-01-27,30
1566,2020-01-28,30
1567,2020-01-29,30
1568,2020-01-30,30
1569,2020-01-31,30
1570,2020-02-01,30
1571,2020-02-02,30
1572,2020-02-03,30
1573,2020-02-04,30
1574,2020-02-05,30
1575,2020-02-06,30
1576,2020-02-07,30
1577,2020-02-08,30
1578,2020-02-09,30
1579,2020-02-10,30
1580,2020-02-11,30
1581,2020-02-12,30
1582,2020-02-13,30
1583,2020-02-14,30
1584,2020-02-15,30
1585,2020-02-16,30
1586,2020-02-17,30
1587,2020-02-18,30
1588,2020-02-19,30
1589,2020-02-20,30
1590,2020-02-21,30
1591,2020-02-22,30
1592,2020-02-23,30
1593,2020-02-24,30
1594,2020-02-25,30
1595,2020-02-26,30
1596,2020-02-27,30
1597,2020-02-28,30
1598,2020-02-29,30
1599,2020-03-01,30
1600,2020-03-02,30
1601,2020-03-03,30
1602,2020-03-04,30
1603,2020-03-05,30
1604,2020-03-06,29
1605,2020-03-07,29
1606,2020-03-08,29
1607,2020-03-09,29
1608,2020-03-10,29
1609,2020-03-11,29
1610,2020-03-12,29
1611,2020-03-13,29
1612,2020-03-14,29
1613,2020-03-15,29
1614,2020-03-16,29
1615,2020-03-17,29
1616,2020-03-18,29
1617,2020-03-19,29
1618,2020-03-20,29
1619,2020-03-21,29
1620,2020-03-22,29
1621,2020-03-23,29
1622,2020-03-24,29
1623,2020-03-25,29
1624,2020-03-26,29
1625,2020-03-27,29
1626,2020-03-28,29
1627,2020-03-29,29
1628,2020-03-30,29
1629,2020-03-31,29
1630,2020-04-01,29
1631,2020-04-02,29
1632,2020-04-03,29
1633,2020-04-04,29
1634,2020-04-05,29
1635,2020-04-06,29
1636,2020-04-07,29
1637,2020-04-08,29
1638,2020-04-09,29
1639,2020-04-10,29
1640,2020-04-11,29
1641,2020-04-12,29
1642,2020-04-13,29
1643,2020-04-14,29
1644,2020-04-15,29
1645,2020-04-16,29
1646,2020-04-17,29
1647,2020-04-18,29
1648,2020-04-19,29
1649,2020-04-20,29
1650,2020-04-21,29
1651,2020-04-22,29
1652,2020-04-23,29
1653,2020-04-24,29
1654,2020-04-25,29
1655,2020-04-26,29
1656,2020-04-27,29
1657,2020-04-28,29
1658,2020-04-29,29
1659,2020-04-30,29
1660,2020-05-01,29
1661,2020-05-02,29
1662,2020-05-03,29
1663,2020-05-04,29
1664,2020-05-05,29
1665,2020-05-06,29
1666,2020-05-07,29
1667,2020-05-08,29
1668,2020-05-09,29
1669,2020-05-10,29
1670,2020-05-11,30
1671,2020-05-12,30
1672,2020-05-13,30
1673,2020-05-14,30
1674,2020-05-15,30
1675,2020-05-16,30
1676,2020-05-17,30
1677,2020-05-18,30
1678,2020-05-19,30
1679,2020-05-20,30
1680,2020-05-21,30
1681,2020-05-22,30
1682,2020-05-23,30
1683,2020-05-24,30
1684,2020-05-25,30
1685,2020-05-26,30
1686,2020-05-27,30
1687,2020-05-28,30
1688,2020-05-29,30
1689,2020-05-30,30
1690,2020-05-31,30
1691,2020-06-01,31
1692,2020-06-02,31
1693,2020-06-03,31
1694,2020-06-04,31
1695,2020-06-05,31
1696,2020-06-06,31
1697,2020-06-07,31
1698,2020-06-08,31
1699,2020-06-09,31
1700,2020-06-10,31
1701,2020-06-11,31
1702,2020-06-12,31
1703,2020-06-13,31
1704,2020-06-14,31
1705,2020-06-15,31
1706,2020-06-16,31
1707,2020-06-17,31
1708,2020-06-18,31
1709,2020-06-19,31
1710,2020-06-20,31
1711,2020-06-21,31
1712,2020-06-22,31
1713,2020-06-23,31
1714,2020-06-24,31
1715,2020-06-25,31
1716,2020-06-26,31
1717,2020-06-27,31
1718,2020-06-28,31
1719,2020-06-29,31
1720,2020-06-30,31
1721,2020-07-01,31
1722,2020-07-02,31
1723,2020-07-03,31
1724,2020-07-04,31
1725,2020-07-05,31
1726,2020-07-06,31
1727,2020-07-07,31
1728,2020-07-08,31
1729,2020-07-09,31
1730,2020-07-10,31
1731,2020-07-11,31
1732,2020-07-12,31
1733,2020-07-13,31
1734,2020-07-14,31
1735,2020-07-15,31
1736,2020-07-16,31
1737,2020-07-17,31
1738,2020-07-18,30
1739,2020-07-19,30
1740,2020-07-20,30
1741,2020-07-21,30
1742,2020-07-22,30
1743,2020-07-23,30
1744,2020-07-24,30
1745,2020-07-25,30
1746,2020-07-26,30
1747,2020-07-27,30
1748,2020-07-28,31
1749,2020-07-29,31
1750,2020-07-30,31
1751,2020-07-31,31
1752,2020-08-01,31
1753,2020-08-02,31
1754,2020-08-03,31
1755,2020-08-04,31
1756,2020-08-05,31
1757,2020-08-06,31
1758,2020-08-07,31
1759,2020-08-08,31
1760,2020-08-09,31
1761,2020-08-10,31
1762,2020-08-11,31
1763,2020-08-12,31
1764,2020-08-13,31
1765,2020-08-14,31
1766,2020-08-15,31
1767,2020-08-16,31
1768,2020-08-17,31
1769,2020-08-18,31
1770,2020-08-19,31
1771,2020-08-20,31
1772,2020-08-21,31
1773,2020-08-22,31
1774,2020-08-23,31
1775,2020-08-24,31
1776,2020-08-25,31
1777,2020-08-26,31
1778,2020-08-27,31
1779,2020-08-28,31
1780,2020-08-29,31
1781,2020-08-30,31
1782,2020-08-31,31
1783,2020-09-01,31
1784,2020-09-02,31
1785,2020-09-03,31
1786,2020-09-04,31
1787,2020-09-05,31
1788,2020-09-06,31
1789,2020-09-07,31
1790,2020-09-08,31
1791,2020-09-09,31
1792,2020-09-10,31
1793,2020-09-11,31
1794,2020-09-12,31
1795,2020-09-13,31
1796,2020-09-14,31
1797,2020-09-15,31
1798,2020-09-16,31
1799,2020-09-17,31
1800,2020-09-18,31
1801,2020-09-19,31
1802,2020-09-20,31
1803,2020-09-21,31
1804,2020-09-22,31
1805,2020-09-23,31
1806,2020-09-24,31
1807,2020-09-25,31
1808,2020-09-26,31
