,날짜,요일,고객수,평균기온(℃),최저기온(℃),최고기온(℃),강수량(mm),구글검색,네이버 검색량,영업가게
1227,2019-04-17,수,22.0,17.2,10.0,25.0,,60.0,12.3525,32.0
1228,2019-04-18,목,30.0,15.7,9.6,21.6,,62.0,13.16484,32.0
1229,2019-04-19,금,66.0,14.5,11.5,18.5,0.2,64.0,19.04609,32.0
1230,2019-04-20,토,52.0,17.2,11.4,23.5,,66.0,22.781999999999996,32.0
1231,2019-04-21,일,35.0,18.1,15.2,22.6,,68.0,20.35047,32.0
1232,2019-04-22,월,25.0,20.5,11.3,29.3,,71.14285714285714,12.82691,32.0
1233,2019-04-23,화,42.0,18.6,15.6,23.1,6.2,74.28571428571429,13.949670000000001,33.0
1234,2019-04-24,수,42.0,17.7,15.3,21.1,21.8,77.42857142857143,13.2562,32.0
1235,2019-04-25,목,37.0,15.1,10.9,17.2,7.7,80.57142857142857,15.64811,32.0
1236,2019-04-26,금,49.0,10.0,8.5,12.0,1.2,83.71428571428571,20.0929,32.0
1237,2019-04-27,토,40.0,12.2,5.1,18.1,,86.85714285714286,20.35047,32.0
1238,2019-04-28,일,54.0,12.9,10.3,17.4,0.4,90.0,18.94373,32.0
1239,2019-04-29,월,44.0,11.0,8.0,15.1,16.6,87.0,14.179720000000001,32.0
1240,2019-04-30,화,57.0,16.1,9.6,22.4,,84.0,15.9266,32.0
1241,2019-05-01,수,7.0,15.9,10.3,23.3,,81.0,16.04438,32.0
1242,2019-05-02,목,39.0,15.9,8.9,25.0,,78.0,14.458210000000001,32.0
1243,2019-05-03,금,42.0,18.0,7.4,28.4,,75.0,18.23265,32.0
1244,2019-05-04,토,28.0,19.2,10.2,27.4,,72.0,19.02958,32.0
1245,2019-05-05,일,49.0,19.8,12.2,28.0,,69.0,21.083560000000002,32.0
1246,2019-05-06,월,39.0,14.5,9.4,20.3,0.0,68.14285714285714,18.94373,32.0
1247,2019-05-07,화,37.0,14.9,5.6,23.2,,67.28571428571429,12.74766,32.0
1248,2019-05-08,수,39.0,15.9,7.4,23.1,,66.42857142857143,12.5033,32.0
1249,2019-05-09,목,23.0,17.7,10.9,24.7,,65.57142857142857,11.84175,32.0
1250,2019-05-10,금,44.0,18.6,8.3,27.9,,64.71428571428571,16.00805,32.0
1251,2019-05-11,토,42.0,20.1,11.3,28.9,,63.85714285714286,19.27064,32.0
1252,2019-05-12,일,37.0,21.5,13.1,29.3,,63.0,19.73626,32.0
1253,2019-05-13,월,38.0,20.1,13.3,28.3,0.0,66.57142857142857,13.149429999999999,32.0
1254,2019-05-14,화,49.0,21.1,14.0,28.3,,70.14285714285714,12.38992,32.0
1255,2019-05-15,수,30.0,22.0,15.7,29.0,,73.71428571428572,13.45434,32.0
1256,2019-05-16,목,33.0,23.5,16.7,30.8,,77.28571428571429,12.43945,32.0
1257,2019-05-17,금,56.0,23.7,18.6,28.1,0.0,80.85714285714286,17.88261,32.0
1258,2019-05-18,토,53.0,19.1,16.0,23.7,14.3,84.42857142857143,22.9262,32.0
1259,2019-05-19,일,38.0,21.1,18.5,24.7,0.7,88.0,24.398989999999998,32.0
1260,2019-05-20,월,30.0,17.1,12.2,20.8,6.0,85.14285714285714,16.481370000000002,32.0
1261,2019-05-21,화,41.0,17.9,11.6,24.7,,82.28571428571429,14.06194,32.0
1262,2019-05-22,수,12.0,20.8,13.4,27.2,,79.42857142857143,13.575420000000001,32.0
1263,2019-05-23,목,43.0,23.0,16.0,29.8,,76.57142857142857,12.995330000000001,32.0
1264,2019-05-24,금,40.0,24.4,16.0,32.7,,73.71428571428571,17.16603,32.0
1265,2019-05-25,토,46.0,24.0,18.7,30.4,,70.85714285714286,22.05442,32.0
1266,2019-05-26,일,29.0,24.7,17.2,32.2,0.0,68.0,20.06648,32.0
1267,2019-05-27,월,49.0,17.9,14.2,23.6,14.4,68.57142857142857,15.084529999999999,32.0
1268,2019-05-28,화,30.0,17.7,11.7,24.0,,69.14285714285714,13.8495,32.0
1269,2019-05-29,수,26.0,20.1,11.9,27.8,,69.71428571428571,14.8952,32.0
1270,2019-05-30,목,33.0,20.2,14.6,27.2,0.2,70.28571428571429,12.69813,32.0
1271,2019-05-31,금,47.0,19.0,15.2,24.3,0.0,70.85714285714286,16.69712,32.0
1272,2019-06-01,토,31.0,19.1,12.9,24.5,,71.42857142857143,22.0313,32.0
1273,2019-06-02,일,38.0,21.5,14.6,28.6,,72.0,20.28993,32.0
1274,2019-06-03,월,29.0,23.4,14.6,30.9,,71.0,12.34809,32.0
1275,2019-06-04,화,33.0,24.3,17.5,31.7,,70.0,15.309079999999998,32.0
1276,2019-06-05,수,34.0,24.3,18.1,30.9,,69.0,15.69324,32.0
1277,2019-06-06,목,47.0,22.0,16.9,28.2,17.1,68.0,21.7363,32.0
1278,2019-06-07,금,48.0,18.8,16.6,20.5,25.6,67.0,21.57229,32.0
1279,2019-06-08,토,38.0,21.3,16.1,27.2,,66.0,19.31798,32.0
1280,2019-06-09,일,47.0,22.1,17.9,28.1,9.0,65.0,18.65093,32.0
1281,2019-06-10,월,32.0,18.9,15.1,23.9,11.1,64.71428571428571,12.27875,32.0
1282,2019-06-11,화,43.0,21.1,16.1,26.2,,64.42857142857143,14.38776,32.0
1283,2019-06-12,수,26.0,21.4,15.7,27.9,,64.14285714285714,12.012369999999999,32.0
1284,2019-06-13,목,27.0,23.4,16.5,30.1,,63.85714285714285,11.78341,32.0
1285,2019-06-14,금,35.0,21.9,19.3,25.1,,63.57142857142857,15.72846,32.0
1286,2019-06-15,토,82.0,21.9,16.7,27.4,,63.28571428571429,34.49387,32.0
1287,2019-06-16,일,36.0,21.9,15.9,28.2,,63.0,20.34497,32.0
1288,2019-06-17,월,40.0,22.2,17.9,27.6,,64.42857142857143,11.35743,32.0
1289,2019-06-18,화,92.0,21.7,17.5,25.8,0.1,65.85714285714286,13.23419,32.0
1290,2019-06-19,수,37.0,22.7,19.9,27.0,,67.28571428571429,11.77241,33.0
1291,2019-06-20,목,40.0,23.9,19.2,29.1,,68.71428571428571,11.745989999999999,33.0
1292,2019-06-21,금,49.0,23.8,19.8,29.0,,70.14285714285714,15.121960000000001,33.0
1293,2019-06-22,토,28.0,23.9,19.2,29.7,0.0,71.57142857142857,18.58929,33.0
1294,2019-06-23,일,31.0,24.2,18.5,29.6,,73.0,17.39939,33.0
1295,2019-06-24,월,21.0,24.9,19.1,30.6,,70.57142857142857,11.35412,33.0
1296,2019-06-25,화,29.0,26.4,19.0,33.2,,68.14285714285714,11.56547,33.0
1297,2019-06-26,수,28.0,22.1,20.8,24.8,1.7,65.71428571428572,11.98155,33.0
1298,2019-06-27,목,24.0,24.7,21.3,29.2,0.6,63.28571428571429,11.379439999999999,33.0
1299,2019-06-28,금,38.0,25.4,22.1,29.9,0.0,60.85714285714286,14.5848,33.0
1300,2019-06-29,토,48.0,22.2,21.4,24.0,12.7,58.42857142857143,19.49299,33.0
1301,2019-06-30,일,27.0,24.0,21.1,28.1,,56.0,16.47477,33.0
1302,2019-07-01,월,22.0,23.7,20.7,27.3,,58.28571428571429,11.7647,33.0
1303,2019-07-02,화,31.0,23.8,17.2,29.9,,60.57142857142857,11.628210000000001,33.0
1304,2019-07-03,수,18.0,24.4,20.2,28.8,,62.85714285714285,11.84726,33.0
1305,2019-07-04,목,20.0,25.6,19.2,32.0,,65.14285714285714,12.08502,33.0
1306,2019-07-05,금,37.0,27.7,20.0,35.1,,67.42857142857143,18.3174,33.0
1307,2019-07-06,토,33.0,27.5,20.7,33.3,,69.71428571428571,16.70372,33.0
1308,2019-07-07,일,38.0,25.3,21.1,30.2,,72.0,15.733970000000001,33.0
1309,2019-07-08,월,20.0,24.5,19.6,30.5,0.6,73.42857142857143,11.72067,33.0
1310,2019-07-09,화,33.0,24.4,19.6,29.3,,74.85714285714286,13.1043,33.0
1311,2019-07-10,수,29.0,21.6,19.5,24.0,18.3,76.28571428571429,14.38226,33.0
1312,2019-07-11,목,29.0,21.3,19.5,23.2,3.7,77.71428571428571,12.58585,33.0
1313,2019-07-12,금,60.0,23.5,19.9,28.1,,79.14285714285714,25.01651,32.0
1314,2019-07-13,토,35.0,24.4,21.4,28.8,,80.57142857142857,18.992160000000002,32.0
1315,2019-07-14,일,34.0,25.9,21.4,31.0,,82.0,17.63935,32.0
1316,2019-07-15,월,21.0,23.8,21.5,28.3,12.8,82.71428571428571,14.02452,32.0
1317,2019-07-16,화,52.0,24.8,20.2,30.6,23.3,83.42857142857143,12.7983,32.0
1318,2019-07-17,수,16.0,26.0,22.2,30.0,0.0,84.14285714285714,12.856630000000001,32.0
1319,2019-07-18,목,19.0,25.6,22.8,28.7,4.1,84.85714285714286,14.034429999999999,32.0
1320,2019-07-19,금,36.0,26.6,23.5,30.0,0.0,85.57142857142857,20.30644,32.0
1321,2019-07-20,토,40.0,25.6,23.8,28.5,18.7,86.2857142857143,19.26624,32.0
1322,2019-07-21,일,39.0,24.8,22.3,27.3,26.8,87.0,18.15229,32.0
1323,2019-07-22,월,29.0,27.9,25.4,32.0,0.0,87.0,18.57498,32.0
1324,2019-07-23,화,45.0,29.0,26.2,33.1,,87.0,14.31071,32.0
1325,2019-07-24,수,29.0,27.7,25.5,29.7,0.0,87.0,13.615039999999999,32.0
1326,2019-07-25,목,35.0,26.4,25.6,27.8,46.5,87.0,14.33823,32.0
1327,2019-07-26,금,39.0,27.0,25.7,29.8,15.4,87.0,17.79896,32.0
1328,2019-07-27,토,36.0,27.9,25.1,31.4,9.2,87.0,17.60523,32.0
1329,2019-07-30,화,49.0,29.4,26.4,33.3,,81.0,17.07467,32.0
1330,2019-07-31,수,24.0,29.6,27.4,33.0,,78.0,17.12971,32.0
1331,2019-08-01,목,36.0,29.5,26.2,33.9,,75.0,16.643179999999997,32.0
1332,2019-08-02,금,42.0,30.0,25.9,34.2,,72.0,17.40159,32.0
1333,2019-08-03,토,45.0,29.9,26.0,35.6,,69.0,18.83805,32.0
1334,2019-08-04,일,33.0,29.8,25.7,35.6,0.0,66.0,17.909029999999998,32.0
1335,2019-08-05,월,35.0,30.7,25.7,36.0,,70.85714285714286,16.59365,32.0
1336,2019-08-06,화,37.0,29.7,26.7,32.7,,75.71428571428571,17.46763,32.0
1337,2019-08-07,수,25.0,28.6,24.3,33.3,12.4,80.57142857142857,15.54134,32.0
1338,2019-08-08,목,41.0,28.5,26.0,33.8,1.1,85.42857142857143,14.96455,32.0
1339,2019-08-09,금,25.0,29.5,25.6,34.0,0.2,90.28571428571428,20.969089999999998,32.0
1340,2019-08-10,토,40.0,30.2,26.3,34.5,,95.14285714285714,21.21015,32.0
1341,2019-08-11,일,70.0,29.7,26.4,33.9,0.0,100.0,34.45865,32.0
1342,2019-08-12,월,33.0,29.0,26.2,32.5,1.3,92.42857142857143,20.95808,32.0
1343,2019-08-13,화,27.0,29.8,25.7,34.3,0.0,84.85714285714286,19.06921,32.0
1344,2019-08-14,수,32.0,30.1,26.5,34.0,,77.28571428571428,18.07634,32.0
1345,2019-08-15,목,37.0,25.8,24.7,29.3,12.7,69.71428571428572,20.046670000000002,32.0
1346,2019-08-16,금,32.0,26.9,24.8,30.7,0.6,62.14285714285714,15.721860000000001,32.0
1347,2019-08-17,토,44.0,26.3,23.5,29.8,2.1,54.57142857142857,19.18369,32.0
1348,2019-08-18,일,27.0,25.6,20.5,30.9,,47.0,17.5678,32.0
1349,2019-08-19,월,18.0,26.5,21.0,31.9,,51.42857142857143,14.716879999999998,32.0
1350,2019-08-20,화,29.0,27.8,23.5,32.2,,55.85714285714286,13.9937,32.0
1351,2019-08-21,수,23.0,27.3,23.4,32.0,3.7,60.28571428571429,13.675579999999998,32.0
1352,2019-08-22,목,31.0,26.5,23.5,29.7,19.9,64.71428571428572,13.6921,32.0
1353,2019-08-23,금,27.0,25.2,22.1,29.9,0.0,69.14285714285714,16.14454,32.0
1354,2019-08-24,토,35.0,23.6,20.6,27.1,,73.57142857142857,18.079639999999998,32.0
1355,2019-08-25,일,36.0,24.6,20.1,29.9,,78.0,17.433510000000002,32.0
1356,2019-08-26,월,27.0,25.9,19.3,31.5,,74.85714285714286,12.22701,32.0
1357,2019-08-27,화,70.0,22.4,20.1,26.1,34.6,71.71428571428571,14.10157,32.0
1358,2019-08-28,수,29.0,24.2,21.6,28.4,1.0,68.57142857142857,13.06137,32.0
1359,2019-08-29,목,32.0,23.2,20.7,26.9,13.3,65.42857142857143,13.12742,32.0
1360,2019-08-30,금,39.0,23.2,19.4,27.8,1.4,62.28571428571429,15.86165,32.0
1361,2019-08-31,토,38.0,23.3,18.3,28.3,,59.14285714285714,19.21561,32.0
1362,2019-09-01,일,28.0,23.5,18.9,28.3,,56.0,17.66687,32.0
1363,2019-09-02,월,25.0,22.6,20.5,26.7,10.2,56.85714285714285,12.67942,32.0
1364,2019-09-03,화,46.0,22.3,20.3,23.9,2.0,57.714285714285715,12.66511,32.0
1365,2019-09-04,수,27.0,24.5,22.2,28.2,2.9,58.57142857142857,15.09114,32.0
1366,2019-09-05,목,38.0,24.4,22.8,28.2,24.0,59.42857142857143,15.29587,32.0
1367,2019-09-06,금,36.0,25.6,22.6,27.6,0.1,60.28571428571429,17.28381,32.0
1368,2019-09-07,토,39.0,26.2,23.9,29.9,1.5,61.14285714285714,24.688489999999998,32.0
1369,2019-09-08,일,57.0,25.3,23.3,29.1,0.7,62.0,18.9019,32.0
1370,2019-09-09,월,30.0,24.0,22.3,25.3,12.1,61.28571428571429,12.415239999999999,32.0
1371,2019-09-10,화,49.0,27.2,23.4,31.5,0.0,60.57142857142857,14.16431,32.0
1372,2019-09-11,수,28.0,25.3,23.7,28.7,0.5,59.85714285714285,14.653039999999999,32.0
1373,2019-09-12,목,40.0,20.8,19.5,23.7,6.6,59.14285714285714,17.468729999999997,32.0
1374,2019-09-13,금,39.0,22.9,17.2,28.2,,58.42857142857143,18.23815,32.0
1375,2019-09-14,토,40.0,23.4,19.2,28.2,,57.714285714285715,21.40718,32.0
1376,2019-09-15,일,32.0,25.3,21.4,30.5,,57.0,19.29816,32.0
1377,2019-09-16,월,29.0,24.5,21.0,29.1,,57.57142857142857,12.34919,32.0
1378,2019-09-17,화,47.0,23.0,17.2,28.5,,58.14285714285714,12.18078,32.0
1379,2019-09-18,수,34.0,21.9,15.6,28.7,,58.714285714285715,13.15934,32.0
1380,2019-09-19,목,35.0,20.2,13.2,26.9,,59.28571428571429,12.34479,32.0
1381,2019-09-20,금,34.0,20.0,17.4,23.0,,59.85714285714285,17.88371,32.0
1382,2019-09-21,토,50.0,17.8,15.9,20.1,38.3,60.42857142857143,26.620279999999998,32.0
1383,2019-09-22,일,70.0,16.4,15.6,17.4,68.0,61.0,25.25647,32.0
1384,2019-09-23,월,43.0,17.8,14.6,21.7,0.1,64.71428571428571,13.573220000000001,32.0
1385,2019-09-24,화,60.0,18.3,12.3,25.2,,68.42857142857143,13.284820000000002,32.0
1386,2019-09-25,수,5.0,18.8,13.0,24.0,,72.14285714285714,12.03548,32.0
1387,2019-09-26,목,20.0,20.9,17.5,25.3,,75.85714285714286,12.3657,32.0
1388,2019-09-27,금,39.0,22.7,17.1,28.5,,79.57142857142857,16.64978,32.0
1389,2019-09-28,토,47.0,24.2,20.3,29.2,,83.28571428571428,20.23489,32.0
1390,2019-09-29,일,44.0,22.7,18.7,28.5,,87.0,17.52597,32.0
1391,2019-09-30,월,5.0,22.1,15.9,29.1,,82.71428571428571,12.472480000000001,32.0
1392,2019-10-01,화,62.0,22.1,18.6,25.8,,78.42857142857143,14.474720000000001,32.0
1393,2019-10-02,수,43.0,21.1,20.3,22.2,82.5,74.14285714285714,19.3499,32.0
1394,2019-10-03,목,48.0,22.2,19.5,26.9,11.0,69.85714285714286,19.59096,32.0
1395,2019-10-04,금,22.0,22.5,19.7,27.5,,65.57142857142857,17.06806,32.0
1396,2019-10-05,토,55.0,19.2,16.5,21.1,0.0,61.28571428571429,20.00374,32.0
1397,2019-10-06,일,36.0,18.4,15.6,22.6,,57.0,17.85289,32.0
1398,2019-10-07,월,3.0,15.7,14.5,16.9,11.8,58.14285714285714,14.573789999999999,32.0
1399,2019-10-08,화,67.0,15.6,9.9,21.8,,59.28571428571429,15.573260000000001,32.0
1400,2019-10-09,수,47.0,13.2,6.5,20.2,,60.42857142857143,17.96517,32.0
1401,2019-10-10,목,39.0,14.1,9.6,19.7,,61.57142857142857,12.49559,32.0
1402,2019-10-11,금,53.0,17.4,11.8,24.6,,62.714285714285715,15.64151,32.0
1403,2019-10-12,토,50.0,18.3,14.0,24.2,,63.85714285714285,20.30424,32.0
1404,2019-10-13,일,40.0,16.7,10.6,22.9,,65.0,18.97345,32.0
1405,2019-10-14,월,3.0,14.6,9.8,21.1,,67.42857142857143,12.797189999999999,32.0
1406,2019-10-15,화,38.0,14.2,8.2,20.3,,69.85714285714286,13.4015,32.0
1407,2019-10-16,수,32.0,14.5,9.0,20.9,,72.28571428571428,13.134020000000001,32.0
1408,2019-10-17,목,37.0,15.0,11.3,20.5,,74.71428571428571,13.959579999999999,32.0
1409,2019-10-18,금,51.0,15.8,11.0,20.8,,77.14285714285714,18.39336,32.0
1410,2019-10-19,토,44.0,16.7,13.0,22.9,,79.57142857142857,21.8882,32.0
1411,2019-10-20,일,50.0,15.4,10.8,22.4,,82.0,20.26461,32.0
1412,2019-10-21,월,28.0,15.5,9.5,23.3,,82.14285714285714,14.320620000000002,32.0
1413,2019-10-22,화,37.0,16.9,11.0,23.5,,82.28571428571429,13.824179999999998,32.0
1414,2019-10-23,수,25.0,16.5,12.9,18.6,0.0,82.42857142857143,14.24247,32.0
1415,2019-10-24,목,32.0,18.9,15.4,23.6,,82.57142857142857,14.08946,32.0
1416,2019-10-25,금,48.0,17.3,12.0,23.0,,82.71428571428571,18.29539,32.0
1417,2019-10-26,토,45.0,12.7,8.3,17.4,,82.85714285714286,22.731370000000002,32.0
1418,2019-10-27,일,32.0,10.8,5.4,17.4,,83.0,19.77919,32.0
1419,2019-10-28,월,27.0,11.9,4.6,18.5,,80.85714285714286,13.1065,32.0
1420,2019-10-29,화,45.0,14.1,9.9,18.4,0.8,78.71428571428571,13.47855,32.0
1421,2019-10-30,수,36.0,11.6,5.8,18.3,,76.57142857142857,13.3938,32.0
1422,2019-10-31,목,31.0,13.3,6.0,20.2,,74.42857142857143,13.890229999999999,32.0
1423,2019-11-01,금,48.0,14.6,10.1,22.0,,72.28571428571429,17.57771,32.0
1424,2019-11-02,토,50.0,13.2,7.1,19.2,,70.14285714285714,22.207420000000003,32.0
1425,2019-11-03,일,54.0,14.4,10.2,20.2,,68.0,20.93386,32.0
1426,2019-11-04,월,29.0,13.6,9.1,20.8,,70.57142857142857,13.577620000000001,32.0
1427,2019-11-05,화,29.0,12.1,6.4,19.6,,73.14285714285714,13.93206,32.0
1428,2019-11-06,수,24.0,11.8,5.9,18.5,,75.71428571428572,14.38336,32.0
1429,2019-11-07,목,22.0,10.8,5.3,17.8,,78.28571428571429,14.40758,32.0
1430,2019-11-08,금,42.0,6.8,1.2,14.6,,80.85714285714286,18.853460000000002,32.0
1431,2019-11-09,토,52.0,8.1,0.6,17.2,,83.42857142857143,22.46939,32.0
1432,2019-11-10,일,52.0,9.1,3.3,16.6,9.6,86.0,22.90639,32.0
1433,2019-11-11,월,60.0,11.7,8.8,16.3,1.3,84.14285714285714,14.920520000000002,32.0
1434,2019-11-12,화,59.0,9.6,5.0,16.1,,82.28571428571429,15.13957,32.0
1435,2019-11-13,수,58.0,8.2,4.4,13.2,1.7,80.42857142857143,19.72635,32.0
1436,2019-11-14,목,62.0,2.9,-0.2,7.7,0.0,78.57142857142857,21.24757,32.0
1437,2019-11-15,금,66.0,9.6,-1.3,17.1,0.0,76.71428571428571,23.59985,32.0
1438,2019-11-16,토,68.0,13.0,8.3,18.9,0.4,74.85714285714286,24.47604,32.0
1439,2019-11-17,일,45.0,9.8,6.3,12.9,65.2,73.0,25.95874,32.0
1440,2019-11-18,월,26.0,7.7,3.1,13.8,15.3,74.71428571428571,16.72573,32.0
1441,2019-11-19,화,54.0,2.6,-0.2,5.8,0.0,76.42857142857143,17.78685,32.0
1442,2019-11-20,수,37.0,2.0,-2.4,8.4,,78.14285714285714,14.84017,32.0
1443,2019-11-21,목,32.0,4.3,-2.6,11.0,,79.85714285714286,13.98269,32.0
1444,2019-11-22,금,37.0,9.9,3.0,18.1,,81.57142857142857,18.33942,32.0
1445,2019-11-23,토,42.0,11.4,4.7,18.8,0.0,83.28571428571428,21.90471,32.0
1446,2019-11-24,일,46.0,12.8,7.3,21.2,0.5,85.0,22.68184,32.0
1447,2019-11-25,월,30.0,3.6,1.7,9.4,,82.71428571428571,14.55398,32.0
1448,2019-11-26,화,31.0,7.7,0.3,15.8,,80.42857142857143,13.67779,32.0
1449,2019-11-27,수,26.0,5.8,1.6,8.8,0.0,78.14285714285714,14.091660000000001,32.0
1450,2019-11-28,목,25.0,4.6,-1.0,12.7,,75.85714285714286,13.80877,32.0
1451,2019-11-29,금,40.0,2.9,-1.6,9.7,,73.57142857142857,18.49793,32.0
1452,2019-11-30,토,41.0,4.9,-2.5,13.0,,71.28571428571429,22.616889999999998,32.0
1453,2019-12-01,일,56.0,6.4,4.7,8.2,12.3,69.0,23.3632,32.0
1454,2019-12-02,월,39.0,2.7,-1.4,7.1,0.0,69.42857142857143,14.43399,32.0
1455,2019-12-03,화,52.0,2.3,-2.5,6.5,0.1,69.85714285714286,14.38006,32.0
1456,2019-12-04,수,37.0,5.7,1.4,10.5,0.1,70.28571428571429,13.86711,32.0
1457,2019-12-05,목,46.0,-0.6,-5.5,4.0,,70.71428571428571,14.535260000000001,32.0
1458,2019-12-06,금,37.0,-4.4,-9.6,1.9,,71.14285714285714,19.7957,32.0
1459,2019-12-07,토,49.0,-0.1,-7.2,6.6,,71.57142857142857,22.25695,32.0
1460,2019-12-08,일,49.0,1.2,-2.7,7.7,,72.0,20.3879,32.0
1461,2019-12-09,월,33.0,3.3,-3.8,11.2,,73.0,13.87592,32.0
1462,2019-12-10,화,68.0,7.8,3.0,13.9,,74.0,14.418579999999999,32.0
1463,2019-12-11,수,42.0,7.9,2.5,12.6,0.2,75.0,14.039929999999998,32.0
1464,2019-12-12,목,38.0,1.0,-2.8,6.5,,76.0,13.75704,32.0
1465,2019-12-13,금,48.0,0.9,-4.8,7.4,,77.0,18.264570000000003,32.0
1466,2019-12-14,토,43.0,4.4,1.5,8.9,0.6,78.0,20.57722,32.0
1467,2019-12-15,일,37.0,5.4,-2.2,13.5,,79.0,18.89419,32.0
1468,2019-12-16,월,28.0,7.9,1.9,15.2,,79.42857142857143,13.521479999999999,32.0
1469,2019-12-17,화,70.0,7.7,5.3,10.5,1.9,79.85714285714286,14.771920000000001,32.0
1470,2019-12-18,수,91.0,2.7,0.1,6.3,,80.28571428571429,15.85725,32.0
1471,2019-12-19,목,47.0,0.8,-2.7,6.1,,80.71428571428571,13.79667,32.0
1472,2019-12-20,금,55.0,0.9,-2.3,5.5,0.2,81.14285714285714,18.47811,32.0
1473,2019-12-21,토,77.0,0.3,-4.5,6.5,,81.57142857142857,20.48806,31.0
1474,2019-12-22,일,68.0,3.2,-1.1,10.0,,82.0,18.81604,31.0
1475,2019-12-23,월,51.0,3.8,0.0,8.7,0.1,81.85714285714286,14.562779999999998,31.0
1476,2019-12-24,화,97.0,1.2,-2.4,7.8,,81.71428571428571,24.93615,31.0
1477,2019-12-25,수,108.0,2.2,-3.6,8.9,,81.57142857142857,24.19976,31.0
1478,2019-12-26,목,55.0,2.4,0.5,4.0,3.0,81.42857142857143,14.175320000000001,31.0
1479,2019-12-27,금,66.0,0.1,-3.1,5.2,,81.28571428571429,18.044420000000002,31.0
1480,2019-12-28,토,72.0,0.6,-5.0,8.2,,81.14285714285714,19.81771,30.0
1481,2019-12-29,일,57.0,2.0,-2.3,6.3,7.0,81.0,19.63939,30.0
1482,2019-12-30,월,58.0,4.2,-0.4,9.4,1.5,77.85714285714286,17.07137,30.0
1483,2019-12-31,화,107.0,-4.7,-7.5,-0.4,0.0,74.71428571428571,30.29015,30.0
1484,2020-01-01,수,77.0,-0.6,-7.7,5.1,0.0,71.57142857142857,21.35104,30.0
1485,2020-01-02,목,35.0,1.3,-2.8,5.3,,68.42857142857143,14.57819,30.0
1486,2020-01-03,금,57.0,2.0,-1.7,7.7,,65.28571428571429,17.64265,30.0
1487,2020-01-04,토,61.0,0.6,-3.9,7.7,,62.14285714285714,19.186989999999998,30.0
1488,2020-01-05,일,64.0,1.3,-4.7,8.1,,59.0,18.84906,30.0
1489,2020-01-06,월,60.0,2.9,-0.6,5.0,10.3,58.57142857142857,16.08951,30.0
1490,2020-01-07,화,51.0,8.6,4.9,14.2,57.0,58.14285714285714,16.70482,30.0
1491,2020-01-08,수,29.0,4.5,2.3,11.2,2.4,57.714285714285715,15.224329999999998,30.0
1492,2020-01-09,목,45.0,1.4,-2.0,5.0,,57.28571428571429,15.74828,30.0
1493,2020-01-10,금,57.0,0.3,-3.9,6.4,,56.85714285714285,18.394460000000002,30.0
1494,2020-01-11,토,60.0,1.2,-3.0,7.0,,56.42857142857143,19.82982,30.0
1495,2020-01-12,일,64.0,1.4,-1.6,6.4,,56.0,19.40604,30.0
1496,2020-01-13,월,53.0,0.2,-3.6,3.5,0.0,57.85714285714285,15.503910000000001,30.0
1497,2020-01-14,화,46.0,-0.1,-3.0,4.6,,59.714285714285715,15.19791,30.0
1498,2020-01-15,수,46.0,-0.9,-4.1,4.2,,61.57142857142857,15.69214,30.0
1499,2020-01-16,목,51.0,-0.6,-4.1,5.6,,63.42857142857143,15.82753,30.0
1500,2020-01-17,금,46.0,0.0,-2.8,5.8,,65.28571428571429,18.84686,30.0
1501,2020-01-18,토,60.0,0.5,-4.5,7.8,,67.14285714285714,19.470979999999997,30.0
1502,2020-01-19,일,54.0,2.6,-2.5,8.7,,69.0,19.62068,30.0
1503,2020-01-20,월,47.0,3.4,-0.9,8.1,0.0,71.57142857142857,15.458779999999999,30.0
1504,2020-01-21,화,52.0,0.5,-5.3,7.5,,74.14285714285714,14.84017,30.0
1505,2020-01-22,수,51.0,2.4,-0.2,3.6,0.7,76.71428571428572,16.54081,30.0
1506,2020-01-23,목,72.0,6.1,2.7,13.0,0.6,79.28571428571429,17.059260000000002,30.0
1507,2020-01-24,금,67.0,4.4,-0.7,11.3,,81.85714285714286,16.482470000000003,30.0
1508,2020-01-25,토,1.0,5.2,0.5,10.5,,84.42857142857143,18.56617,30.0
1509,2020-01-26,일,82.0,6.5,1.0,11.5,,87.0,25.94663,30.0
1510,2020-01-27,월,64.0,6.0,3.2,8.2,7.5,86.7142857142857,24.89322,30.0
1511,2020-01-28,화,44.0,6.3,2.8,10.5,0.0,86.42857142857143,16.41423,30.0
1512,2020-01-29,수,53.0,6.7,4.2,10.0,,86.14285714285714,16.03337,30.0
1513,2020-01-30,목,70.0,6.1,3.2,10.6,,85.85714285714286,16.2227,30.0
1514,2020-01-31,금,71.0,3.7,0.1,7.5,,85.57142857142857,21.285,30.0
1515,2020-02-01,토,82.0,2.1,-2.5,7.3,,85.28571428571429,24.285610000000002,30.0
1516,2020-02-02,일,83.0,1.8,-2.3,7.6,,85.0,23.31256,30.0
1517,2020-02-03,월,46.0,1.5,-3.6,5.9,0.0,85.85714285714286,18.88539,30.0
1518,2020-02-04,화,59.0,0.4,-5.8,7.2,0.7,86.7142857142857,18.56727,30.0
1519,2020-02-05,수,52.0,-4.6,-8.2,0.8,0.1,87.57142857142857,18.862270000000002,30.0
1520,2020-02-06,목,57.0,-5.0,-10.5,0.8,,88.42857142857143,18.69056,30.0
1521,2020-02-07,금,84.0,-1.2,-7.6,4.8,,89.2857142857143,22.68404,30.0
