,날짜,구글 검색량,네이버 검색량
838,2017-11-11,,14.96015
839,2017-11-13,,9.30785
840,2017-11-14,,11.074539999999999
841,2017-11-15,,13.29693
842,2017-11-16,,16.24251
843,2017-11-17,,15.27496
844,2017-11-18,,17.98718
845,2017-11-20,,10.39428
846,2017-11-21,,10.7168
847,2017-11-22,,12.44496
848,2017-11-23,,14.5947
849,2017-11-24,,15.88587
850,2017-11-25,,20.28333
851,2017-11-27,,11.048119999999999
852,2017-11-28,,10.73881
853,2017-11-29,,10.63424
854,2017-11-30,,10.95456
855,2017-12-01,,14.38556
856,2017-12-02,,19.85954
857,2017-12-04,,10.673869999999999
858,2017-12-05,,11.05693
859,2017-12-06,,10.81586
860,2017-12-07,,10.8687
861,2017-12-08,,14.64644
862,2017-12-09,,17.77364
863,2017-12-11,,12.37341
864,2017-12-12,,13.874820000000001
865,2017-12-13,,11.7625
866,2017-12-14,,11.51153
867,2017-12-15,,15.084529999999999
868,2017-12-16,,18.499029999999998
869,2017-12-18,,11.98155
870,2017-12-19,,11.131780000000001
871,2017-12-20,,11.1714
872,2017-12-21,,10.541780000000001
873,2017-12-22,,13.32115
874,2017-12-23,,15.121960000000001
875,2017-12-25,,15.847339999999999
876,2017-12-26,,10.14661
877,2017-12-27,,9.99911
878,2017-12-28,,10.1224
879,2017-12-29,,13.42462
880,2017-12-30,,14.15881
881,2018-01-01,,14.023420000000002
882,2018-01-02,,10.148819999999999
883,2018-01-03,,9.50268
884,2018-01-04,,9.5346
885,2018-01-05,,11.755889999999999
886,2018-01-06,,12.889660000000001
887,2018-01-08,,10.52087
888,2018-01-09,,11.064630000000001
889,2018-01-10,,12.42955
890,2018-01-11,,12.34479
891,2018-01-12,,15.617289999999999
892,2018-01-13,,14.854479999999999
893,2018-01-15,,10.58911
894,2018-01-16,,11.34092
895,2018-01-17,,9.95068
896,2018-01-18,,9.65128
897,2018-01-19,,13.100999999999999
898,2018-01-20,,14.20284
899,2018-01-22,,10.956760000000001
900,2018-01-23,,11.58968
901,2018-01-24,,12.92268
902,2018-01-25,,14.80604
903,2018-01-26,,19.065910000000002
904,2018-01-27,,15.422460000000001
905,2018-01-29,,11.95623
906,2018-01-30,,14.460410000000001
907,2018-01-31,,11.26607
908,2018-02-01,,10.85989
909,2018-02-02,,12.9524
910,2018-02-03,,14.244670000000001
911,2018-02-05,,10.06736
912,2018-02-06,,10.02773
913,2018-02-07,,9.65238
914,2018-02-08,,9.75695
915,2018-02-09,,13.802170000000002
916,2018-02-10,,13.722920000000002
917,2018-02-12,,10.666160000000001
918,2018-02-13,,10.376669999999999
919,2018-02-14,,10.313930000000001
920,2018-02-15,,10.63754
921,2018-02-16,,13.77465
922,2018-02-17,,16.6674
923,2018-02-19,,10.53628
924,2018-02-20,,10.775139999999999
925,2018-02-21,,10.433910000000001
926,2018-02-22,,10.94025
927,2018-02-23,,13.76254
928,2018-02-24,,13.7009
929,2018-02-26,,10.94685
930,2018-02-27,,10.85769
931,2018-02-28,,16.29645
932,2018-03-01,,11.62601
933,2018-03-02,,10.49555
934,2018-03-03,,12.55283
935,2018-03-05,,8.43716
936,2018-03-06,,7.427789999999999
937,2018-03-07,,7.988060000000001
938,2018-03-08,,9.00625
939,2018-03-09,,11.85056
940,2018-03-10,,13.76034
941,2018-03-12,,7.83396
942,2018-03-13,,7.34743
943,2018-03-14,,7.77232
944,2018-03-15,,9.04147
945,2018-03-16,,11.66563
946,2018-03-17,,13.80988
947,2018-03-19,,8.376619999999999
948,2018-03-20,,8.45808
949,2018-03-21,,8.975430000000001
950,2018-03-22,,7.50484
951,2018-03-23,,10.89292
952,2018-03-24,,13.519279999999998
953,2018-03-26,,7.542260000000001
954,2018-03-27,,6.88952
955,2018-03-28,,7.18893
956,2018-03-29,,7.61601
957,2018-03-30,,10.79825
958,2018-03-31,,13.35527
959,2018-04-02,,7.9154100000000005
960,2018-04-03,,7.95834
961,2018-04-04,,9.074489999999999
962,2018-04-05,,9.37389
963,2018-04-06,,12.177480000000001
964,2018-04-07,,14.472520000000001
965,2018-04-09,,8.06732
966,2018-04-10,,8.66282
967,2018-04-11,,8.642999999999999
968,2018-04-12,,8.002369999999999
969,2018-04-13,,12.494489999999999
970,2018-04-14,,16.29645
971,2018-04-16,,8.25334
972,2018-04-17,,8.51091
973,2018-04-18,,8.0409
974,2018-04-19,,8.10144
975,2018-04-20,,12.55943
976,2018-04-21,,14.53196
977,2018-04-23,,10.92924
978,2018-04-24,,9.74594
979,2018-04-25,,10.02773
980,2018-04-26,,9.89124
981,2018-04-27,,12.33158
982,2018-04-28,,13.74823
983,2018-04-30,,9.400310000000001
984,2018-05-01,,10.16863
985,2018-05-02,,9.93967
986,2018-05-03,,9.723930000000001
987,2018-05-04,,12.27324
988,2018-05-05,,14.69377
989,2018-05-07,,12.90287
990,2018-05-08,,10.00022
991,2018-05-09,,8.956710000000001
992,2018-05-10,,8.85545
993,2018-05-11,,12.14115
994,2018-05-12,,16.50779
995,2018-05-14,,8.91929
996,2018-05-15,,10.177430000000001
997,2018-05-16,,10.24128
998,2018-05-17,,10.45152
999,2018-05-18,,13.47745
1000,2018-05-19,,14.87319
1001,2018-05-21,,14.276589999999999
1002,2018-05-22,,16.91616
1003,2018-05-23,,25.982960000000002
1004,2018-05-24,,13.651370000000002
1005,2018-05-25,,13.458739999999999
1006,2018-05-26,,15.573260000000001
1007,2018-05-28,,12.195089999999999
1008,2018-05-29,,10.4174
1009,2018-05-30,,9.56983
1010,2018-05-31,,9.75475
1011,2018-06-01,,13.68109
1012,2018-06-02,,14.922720000000002
1013,2018-06-04,,8.7806
1014,2018-06-05,,11.28698
1015,2018-06-06,,12.6508
1016,2018-06-07,,9.52249
1017,2018-06-08,,11.36623
1018,2018-06-09,,14.05424
1019,2018-06-11,,10.05415
1020,2018-06-12,,10.750919999999999
1021,2018-06-13,,12.99423
1022,2018-06-14,,10.07286
1023,2018-06-15,,12.3657
1024,2018-06-16,,14.7334
1025,2018-06-18,,35.11799
1026,2018-06-19,,9.88574
1027,2018-06-20,,8.9303
1028,2018-06-21,,8.76629
1029,2018-06-22,,11.02941
1030,2018-06-23,,24.4166
1031,2018-06-25,,8.785
1032,2018-06-26,,10.10699
1033,2018-06-27,,16.98881
1034,2018-06-28,,8.76188
1035,2018-06-29,,10.63754
1036,2018-06-30,,15.25735
1037,2018-07-02,,10.2743
1038,2018-07-03,,10.553889999999999
1039,2018-07-04,,9.90885
1040,2018-07-05,,10.62764
1041,2018-07-06,,14.06194
1042,2018-07-07,,13.737229999999998
1043,2018-07-09,,11.9133
1044,2018-07-10,,11.18021
1045,2018-07-11,,10.316130000000001
1046,2018-07-12,,9.35298
1047,2018-07-13,,11.66343
1048,2018-07-14,,14.105970000000001
1049,2018-07-16,,9.57863
1050,2018-07-17,,16.103820000000002
1051,2018-07-18,,9.93527
1052,2018-07-19,,9.35848
1053,2018-07-20,,13.11421
1054,2018-07-21,,12.92268
1055,2018-07-23,,10.254489999999999
1056,2018-07-24,,10.73771
1057,2018-07-25,,10.29852
1058,2018-07-26,,10.25118
1059,2018-07-27,,15.683329999999998
1060,2018-07-28,,13.100999999999999
1061,2018-07-30,,10.316130000000001
1062,2018-07-31,,10.82357
1063,2018-08-01,,10.89292
1064,2018-08-02,,11.03491
1065,2018-08-03,,12.317269999999999
1066,2018-08-04,,13.11311
1067,2018-08-06,,11.846160000000001
1068,2018-08-07,,11.369539999999999
1069,2018-08-08,,10.412989999999999
1070,2018-08-09,,10.67827
1071,2018-08-10,,12.08281
1072,2018-08-11,,14.091660000000001
1073,2018-08-13,,11.0228
1074,2018-08-14,,11.88688
1075,2018-08-15,,13.156039999999999
1076,2018-08-16,,12.376710000000001
1077,2018-08-17,,10.90722
1078,2018-08-18,,11.709660000000001
1079,2018-08-20,,9.74594
1080,2018-08-21,,8.84334
1081,2018-08-22,,9.402510000000001
1082,2018-08-23,,14.172020000000002
1083,2018-08-24,,12.5088
1084,2018-08-25,,13.19236
1085,2018-08-27,,12.20059
1086,2018-08-28,,17.072470000000003
1087,2018-08-29,,16.59585
1088,2018-08-30,,10.38217
1089,2018-08-31,,12.91497
1090,2018-09-01,,35.05415
1091,2018-09-03,,9.644680000000001
1092,2018-09-04,,11.18241
1093,2018-09-05,,10.63534
1094,2018-09-06,,9.92757
1095,2018-09-07,,13.51818
1096,2018-09-08,,14.432889999999999
1097,2018-09-10,,10.82907
1098,2018-09-11,,11.97935
1099,2018-09-12,,9.43333
1100,2018-09-13,,9.84171
1101,2018-09-14,,13.38829
1102,2018-09-15,,16.03557
1103,2018-09-17,,9.66889
1104,2018-09-18,,10.82137
1105,2018-09-19,,10.48564
1106,2018-09-20,,10.976569999999999
1107,2018-09-21,,13.98599
1108,2018-09-22,,12.832419999999999
1109,2018-09-24,,16.09281
1110,2018-09-25,,17.54138
1111,2018-09-26,,14.1445
1112,2018-09-27,,9.054680000000001
1113,2018-09-28,,13.138420000000002
1114,2018-09-29,,17.600820000000002
1115,2018-10-01,,10.88301
1116,2018-10-02,,12.66841
1117,2018-10-03,,13.858310000000001
1118,2018-10-04,,9.57423
1119,2018-10-05,,16.56062
1120,2018-10-06,,18.1567
1121,2018-10-08,,13.83849
1122,2018-10-09,,15.31238
1123,2018-10-10,,10.89842
1124,2018-10-11,,10.735510000000001
1125,2018-10-12,,15.26395
1126,2018-10-13,,15.64151
1127,2018-10-15,,17.844089999999998
1128,2018-10-16,,17.7087
1129,2018-10-17,,19.56784
1130,2018-10-18,,18.565070000000002
1131,2018-10-19,,20.2415
1132,2018-10-20,,23.83651
1133,2018-10-22,,14.7378
1134,2018-10-23,,14.571589999999999
1135,2018-10-24,,14.086160000000001
1136,2018-10-25,,14.765320000000001
1137,2018-10-26,,19.86725
1138,2018-10-27,,21.85738
1139,2018-10-29,,13.370679999999998
1140,2018-10-30,,14.43069
1141,2018-10-31,,13.707510000000001
1142,2018-11-01,,12.997530000000001
1143,2018-11-02,,17.5612
1144,2018-11-03,,20.32295
1145,2018-11-05,,12.256730000000001
1146,2018-11-06,,11.60399
1147,2018-11-07,,15.01188
1148,2018-11-08,,15.162679999999998
1149,2018-11-09,,16.061989999999998
1150,2018-11-10,,18.15009
1151,2018-11-12,,10.94905
1152,2018-11-13,,10.887410000000001
1153,2018-11-14,,13.1087
1154,2018-11-15,,14.89631
1155,2018-11-16,,15.652510000000001
1156,2018-11-17,,17.34655
1157,2018-11-19,,12.45486
1158,2018-11-20,,12.125739999999999
1159,2018-11-21,,12.01897
1160,2018-11-22,,11.47521
1161,2018-11-23,,14.776320000000002
1162,2018-11-24,,31.651759999999996
1163,2018-11-26,,10.62764
1164,2018-11-27,,10.66506
1165,2018-11-28,,10.15652
1166,2018-11-29,,10.424000000000001
1167,2018-11-30,,14.094970000000002
1168,2018-12-01,,16.40542
1169,2018-12-03,,12.062999999999999
1170,2018-12-04,,11.377239999999999
1171,2018-12-05,,10.8687
1172,2018-12-06,,11.15489
1173,2018-12-07,,15.25515
1174,2018-12-08,,18.39556
1175,2018-12-10,,11.35192
1176,2018-12-11,,12.25343
1177,2018-12-12,,12.9491
1178,2018-12-13,,12.995330000000001
1179,2018-12-14,,16.40322
1180,2018-12-15,,17.79345
1181,2018-12-17,,12.31287
1182,2018-12-18,,12.24903
1183,2018-12-19,,11.51593
1184,2018-12-20,,11.86267
1185,2018-12-21,,14.4472
1186,2018-12-22,,16.6729
1187,2018-12-24,,18.27668
1188,2018-12-25,,19.016370000000002
1189,2018-12-26,,12.218210000000001
1190,2018-12-27,,12.62218
1191,2018-12-28,,16.75105
1192,2018-12-29,,16.345979999999997
1193,2018-12-31,,21.50955
1194,2019-01-01,,16.94258
1195,2019-01-02,,12.49889
1196,2019-01-03,,12.15766
1197,2019-01-04,,14.487929999999999
1198,2019-01-05,,16.06309
1199,2019-01-07,,13.888029999999999
1200,2019-01-08,,12.87315
1201,2019-01-09,,12.28095
1202,2019-01-10,,13.47085
1203,2019-01-11,,15.250739999999999
1204,2019-01-12,,16.27443
1205,2019-01-14,,14.703679999999999
1206,2019-01-15,,13.513779999999999
1207,2019-01-16,,15.010779999999999
1208,2019-01-17,,12.58695
1209,2019-01-18,,15.075729999999998
1210,2019-01-19,,16.66299
1211,2019-01-21,,13.34646
1212,2019-01-22,,15.015189999999999
1213,2019-01-23,,11.736080000000001
1214,2019-01-24,,11.97494
1215,2019-01-25,,18.98996
1216,2019-01-26,,15.309079999999998
1217,2019-01-28,,11.72507
1218,2019-01-29,,11.179110000000001
1219,2019-01-30,,10.98207
1220,2019-01-31,,12.840119999999999
1221,2019-02-01,,15.1858
1222,2019-02-02,,13.77355
1223,2019-02-04,,13.75044
1224,2019-02-05,,17.23648
1225,2019-02-06,,18.355929999999997
1226,2019-02-07,,14.058639999999999
1227,2019-02-08,,15.95302
1228,2019-02-09,,17.319029999999998
1229,2019-02-11,,13.3938
1230,2019-02-12,,13.05477
1231,2019-02-13,,15.895779999999998
1232,2019-02-14,,16.89855
1233,2019-02-15,,22.9251
1234,2019-02-16,,21.70768
1235,2019-02-18,,18.55516
1236,2019-02-19,,20.722520000000003
1237,2019-02-20,,18.52544
1238,2019-02-21,,18.0081
1239,2019-02-22,,23.17717
1240,2019-02-23,,23.336779999999997
1241,2019-02-25,,19.61518
1242,2019-02-26,,20.36918
1243,2019-02-27,,19.8012
1244,2019-02-28,,22.56406
1245,2019-03-01,,21.705479999999998
1246,2019-03-02,,21.100070000000002
1247,2019-03-04,,13.73613
1248,2019-03-05,,12.90066
1249,2019-03-06,,12.30296
1250,2019-03-07,,13.058069999999999
1251,2019-03-08,,16.98331
1252,2019-03-09,,20.62455
1253,2019-03-11,,12.54072
1254,2019-03-12,,12.27324
1255,2019-03-13,,11.767999999999999
1256,2019-03-14,,11.65793
1257,2019-03-15,,17.83088
1258,2019-03-16,,19.548029999999997
1259,2019-03-18,,13.203370000000001
1260,2019-03-19,,11.9188
1261,2019-03-20,,13.3993
1262,2019-03-21,,11.525839999999999
1263,2019-03-22,,17.21226
1264,2019-03-23,,20.02795
1265,2019-03-25,,11.6073
1266,2019-03-26,,13.88693
1267,2019-03-27,,11.49722
1268,2019-03-28,,12.343689999999999
1269,2019-03-29,,16.54521
1270,2019-03-30,,21.403879999999997
1271,2019-04-01,,14.1478
1272,2019-04-02,,13.30574
1273,2019-04-03,,12.6552
1274,2019-04-04,,13.7009
1275,2019-04-05,,17.311329999999998
1276,2019-04-06,,24.1161
1277,2019-04-08,,15.218820000000001
1278,2019-04-09,,19.37852
1279,2019-04-10,,17.20125
1280,2019-04-11,,16.21719
1281,2019-04-12,,18.877679999999998
1282,2019-04-13,,23.85963
1283,2019-04-15,,13.65027
1284,2019-04-16,,12.938089999999999
1285,2019-04-17,,12.3525
1286,2019-04-18,,13.16484
1287,2019-04-19,,19.04609
1288,2019-04-20,,22.781999999999996
1289,2019-04-22,,12.82691
1290,2019-04-23,,13.949670000000001
1291,2019-04-24,,13.2562
1292,2019-04-25,,15.64811
1293,2019-04-26,,20.0929
1294,2019-04-27,,20.35047
1295,2019-04-29,,14.179720000000001
1296,2019-04-30,,15.9266
1297,2019-05-01,,16.04438
1298,2019-05-02,,14.458210000000001
1299,2019-05-03,,18.23265
1300,2019-05-04,,19.02958
1301,2019-05-06,,18.94373
1302,2019-05-07,,12.74766
1303,2019-05-08,,12.5033
1304,2019-05-09,,11.84175
1305,2019-05-10,,16.00805
1306,2019-05-11,,19.27064
1307,2019-05-13,,13.149429999999999
1308,2019-05-14,,12.38992
1309,2019-05-15,,13.45434
1310,2019-05-16,,12.43945
1311,2019-05-17,,17.88261
1312,2019-05-18,,22.9262
1313,2019-05-20,,16.481370000000002
1314,2019-05-21,,14.06194
1315,2019-05-22,,13.575420000000001
1316,2019-05-23,,12.995330000000001
1317,2019-05-24,,17.16603
1318,2019-05-25,,22.05442
1319,2019-05-27,,15.084529999999999
1320,2019-05-28,,13.8495
1321,2019-05-29,,14.8952
1322,2019-05-30,,12.69813
1323,2019-05-31,,16.69712
1324,2019-06-01,,22.0313
1325,2019-06-03,,12.34809
1326,2019-06-04,,15.309079999999998
1327,2019-06-05,,15.69324
1328,2019-06-06,,21.7363
1329,2019-06-07,,21.57229
1330,2019-06-08,,19.31798
1331,2019-06-10,,12.27875
1332,2019-06-11,,14.38776
1333,2019-06-12,,12.012369999999999
1334,2019-06-13,,11.78341
1335,2019-06-14,,15.72846
1336,2019-06-15,,34.49387
1337,2019-06-17,,11.35743
1338,2019-06-18,,13.23419
1339,2019-06-19,,11.77241
1340,2019-06-20,,11.745989999999999
1341,2019-06-21,,15.121960000000001
1342,2019-06-22,,18.58929
1343,2019-06-24,,11.35412
1344,2019-06-25,,11.56547
1345,2019-06-26,,11.98155
1346,2019-06-27,,11.379439999999999
1347,2019-06-28,,14.5848
1348,2019-06-29,,19.49299
1349,2019-07-01,,11.7647
1350,2019-07-02,,11.628210000000001
1351,2019-07-03,,11.84726
1352,2019-07-04,,12.08502
1353,2019-07-05,,18.3174
1354,2019-07-06,,16.70372
1355,2019-07-08,,11.72067
1356,2019-07-09,,13.1043
1357,2019-07-10,,14.38226
1358,2019-07-11,,12.58585
1359,2019-07-12,,25.01651
1360,2019-07-13,,18.992160000000002
1361,2019-07-15,,14.02452
1362,2019-07-16,,12.7983
1363,2019-07-17,,12.856630000000001
1364,2019-07-18,,14.034429999999999
1365,2019-07-19,,20.30644
1366,2019-07-20,,19.26624
1367,2019-07-22,,18.57498
1368,2019-07-23,,14.31071
1369,2019-07-24,,13.615039999999999
1370,2019-07-25,,14.33823
1371,2019-07-26,,17.79896
1372,2019-07-27,,17.60523
1373,2019-07-29,,16.879839999999998
1374,2019-07-30,,17.07467
1375,2019-07-31,,17.12971
1376,2019-08-01,,16.643179999999997
1377,2019-08-02,,17.40159
1378,2019-08-03,,18.83805
1379,2019-08-05,,16.59365
1380,2019-08-06,,17.46763
1381,2019-08-07,,15.54134
1382,2019-08-08,,14.96455
1383,2019-08-09,,20.969089999999998
1384,2019-08-10,,21.21015
1385,2019-08-12,,20.95808
1386,2019-08-13,,19.06921
1387,2019-08-14,,18.07634
1388,2019-08-15,,20.046670000000002
1389,2019-08-16,,15.721860000000001
1390,2019-08-17,,19.18369
1391,2019-08-19,,14.716879999999998
1392,2019-08-20,,13.9937
1393,2019-08-21,,13.675579999999998
1394,2019-08-22,,13.6921
1395,2019-08-23,,16.14454
1396,2019-08-24,,18.079639999999998
1397,2019-08-26,,12.22701
1398,2019-08-27,,14.10157
1399,2019-08-28,,13.06137
1400,2019-08-29,,13.12742
1401,2019-08-30,,15.86165
1402,2019-08-31,,19.21561
1403,2019-09-02,,12.67942
1404,2019-09-03,,12.66511
1405,2019-09-04,,15.09114
1406,2019-09-05,,15.29587
1407,2019-09-06,,17.28381
1408,2019-09-07,,24.688489999999998
1409,2019-09-09,,12.415239999999999
1410,2019-09-10,,14.16431
1411,2019-09-11,,14.653039999999999
1412,2019-09-12,,17.468729999999997
1413,2019-09-13,,18.23815
1414,2019-09-14,,21.40718
1415,2019-09-16,,12.34919
1416,2019-09-17,,12.18078
1417,2019-09-18,,13.15934
1418,2019-09-19,,12.34479
1419,2019-09-20,,17.88371
1420,2019-09-21,,26.620279999999998
1421,2019-09-23,,13.573220000000001
1422,2019-09-24,,13.284820000000002
1423,2019-09-25,,12.03548
1424,2019-09-26,,12.3657
1425,2019-09-27,,16.64978
1426,2019-09-28,,20.23489
1427,2019-09-30,,12.472480000000001
1428,2019-10-01,,14.474720000000001
1429,2019-10-02,,19.3499
1430,2019-10-03,,19.59096
1431,2019-10-04,,17.06806
1432,2019-10-05,,20.00374
1433,2019-10-07,,14.573789999999999
1434,2019-10-08,,15.573260000000001
1435,2019-10-09,,17.96517
1436,2019-10-10,,12.49559
1437,2019-10-11,,15.64151
1438,2019-10-12,,20.30424
1439,2019-10-14,,12.797189999999999
1440,2019-10-15,,13.4015
1441,2019-10-16,,13.134020000000001
1442,2019-10-17,,13.959579999999999
1443,2019-10-18,,18.39336
1444,2019-10-19,,21.8882
1445,2019-10-21,,14.320620000000002
1446,2019-10-22,,13.824179999999998
1447,2019-10-23,,14.24247
1448,2019-10-24,,14.08946
1449,2019-10-25,,18.29539
1450,2019-10-26,,22.731370000000002
1451,2019-10-28,,13.1065
1452,2019-10-29,,13.47855
1453,2019-10-30,,13.3938
1454,2019-10-31,,13.890229999999999
1455,2019-11-01,,17.57771
1456,2019-11-02,,22.207420000000003
1457,2019-11-04,,13.577620000000001
1458,2019-11-05,,13.93206
1459,2019-11-06,,14.38336
1460,2019-11-07,,14.40758
1461,2019-11-08,,18.853460000000002
1462,2019-11-09,,22.46939
1463,2019-11-11,,14.920520000000002
1464,2019-11-12,,15.13957
1465,2019-11-13,,19.72635
1466,2019-11-14,,21.24757
1467,2019-11-15,,23.59985
1468,2019-11-16,,24.47604
1469,2019-11-18,,16.72573
1470,2019-11-19,,17.78685
1471,2019-11-20,,14.84017
1472,2019-11-21,,13.98269
1473,2019-11-22,,18.33942
1474,2019-11-23,,21.90471
1475,2019-11-25,,14.55398
1476,2019-11-26,,13.67779
1477,2019-11-27,,14.091660000000001
1478,2019-11-28,,13.80877
1479,2019-11-29,,18.49793
1480,2019-11-30,,22.616889999999998
1481,2019-12-02,,14.43399
1482,2019-12-03,,14.38006
1483,2019-12-04,,13.86711
1484,2019-12-05,,14.535260000000001
1485,2019-12-06,,19.7957
1486,2019-12-07,,22.25695
1487,2019-12-09,,13.87592
1488,2019-12-10,,14.418579999999999
1489,2019-12-11,,14.039929999999998
1490,2019-12-12,,13.75704
1491,2019-12-13,,18.264570000000003
1492,2019-12-14,,20.57722
1493,2019-12-16,,13.521479999999999
1494,2019-12-17,,14.771920000000001
1495,2019-12-18,,15.85725
1496,2019-12-19,,13.79667
1497,2019-12-20,,18.47811
1498,2019-12-21,,20.48806
1499,2019-12-23,,14.562779999999998
1500,2019-12-24,,24.93615
1501,2019-12-25,,24.19976
1502,2019-12-26,,14.175320000000001
1503,2019-12-27,,18.044420000000002
1504,2019-12-28,,19.81771
1505,2019-12-30,,17.07137
1506,2019-12-31,,30.29015
1507,2020-01-01,,21.35104
1508,2020-01-02,,14.57819
1509,2020-01-03,,17.64265
1510,2020-01-04,,19.186989999999998
1511,2020-01-06,,16.08951
1512,2020-01-07,,16.70482
1513,2020-01-08,,15.224329999999998
1514,2020-01-09,,15.74828
1515,2020-01-10,,18.394460000000002
1516,2020-01-11,,19.82982
1517,2020-01-13,,15.503910000000001
1518,2020-01-14,,15.19791
1519,2020-01-15,,15.69214
1520,2020-01-16,,15.82753
1521,2020-01-17,,18.84686
1522,2020-01-18,,19.470979999999997
1523,2020-01-20,,15.458779999999999
1524,2020-01-21,,14.84017
1525,2020-01-22,,16.54081
1526,2020-01-23,,17.059260000000002
1527,2020-01-24,,16.482470000000003
1528,2020-01-25,,18.56617
1529,2020-01-27,,24.89322
1530,2020-01-28,,16.41423
1531,2020-01-29,,16.03337
1532,2020-01-30,,16.2227
1533,2020-01-31,,21.285
1534,2020-02-01,,24.285610000000002
1535,2020-02-03,,18.88539
1536,2020-02-04,,18.56727
1537,2020-02-05,,18.862270000000002
1538,2020-02-06,,18.69056
1539,2020-02-07,,22.68404
1540,2020-02-08,,25.70117
1541,2020-02-10,,18.94813
1542,2020-02-11,,17.73291
1543,2020-02-12,,18.59919
1544,2020-02-13,,16.19078
1545,2020-02-14,,19.33119
1546,2020-02-15,,21.851879999999998
1547,2020-02-17,,19.56564
1548,2020-02-18,,16.61786
1549,2020-02-19,,15.891370000000002
1550,2020-02-20,,16.42083
1551,2020-02-21,,21.071460000000002
1552,2020-02-22,,24.34946
1553,2020-02-24,,18.33171
1554,2020-02-25,,21.56018
1555,2020-02-26,,19.27064
1556,2020-02-27,,20.02135
1557,2020-02-28,,31.572509999999998
1558,2020-02-29,,28.964859999999998
1559,2020-03-02,,22.67964
1560,2020-03-03,,21.285
1561,2020-03-04,,21.56679
1562,2020-03-05,,21.63724
1563,2020-03-06,,25.31371
1564,2020-03-07,,26.7953
1565,2020-03-09,,19.57775
1566,2020-03-10,,20.89644
1567,2020-03-11,,18.83475
1568,2020-03-12,,18.858970000000003
1569,2020-03-13,,23.53271
1570,2020-03-14,,25.4502
1571,2020-03-16,,18.24145
1572,2020-03-17,,18.66084
1573,2020-03-18,,17.65916
1574,2020-03-19,,19.30697
1575,2020-03-20,,22.755589999999998
1576,2020-03-21,,23.61747
1577,2020-03-23,,18.38785
1578,2020-03-24,,18.65533
1579,2020-03-25,,18.91731
1580,2020-03-26,,19.45557
1581,2020-03-27,,22.64771
1582,2020-03-28,,23.41603
1583,2020-03-30,,17.1198
1584,2020-03-31,,17.95636
1585,2020-04-01,,18.479210000000002
1586,2020-04-02,,17.800060000000002
1587,2020-04-03,,22.46059
1588,2020-04-04,,25.640629999999998
1589,2020-04-06,,17.7098
1590,2020-04-07,,18.40766
1591,2020-04-08,,19.085720000000002
1592,2020-04-09,,19.17928
1593,2020-04-10,,26.325290000000003
1594,2020-04-11,,26.150270000000003
1595,2020-04-13,,19.81221
1596,2020-04-14,,20.8425
1597,2020-04-15,,23.03517
1598,2020-04-16,,16.35809
1599,2020-04-17,,22.70165
1600,2020-04-18,,23.20139
1601,2020-04-20,,17.758229999999998
1602,2020-04-21,,16.87654
1603,2020-04-22,,17.79125
1604,2020-04-23,,16.89635
1605,2020-04-24,,20.94377
1606,2020-04-25,,25.05723
1607,2020-04-27,,17.10439
1608,2020-04-28,,17.73511
1609,2020-04-29,,18.7577
1610,2020-04-30,,21.095670000000002
1611,2020-05-01,,19.27175
1612,2020-05-02,,22.00929
1613,2020-05-04,,18.84026
1614,2020-05-05,,26.177789999999998
1615,2020-05-06,,15.76149
1616,2020-05-07,,15.16819
1617,2020-05-08,,21.4369
1618,2020-05-09,,22.25475
1619,2020-05-11,,15.46098
1620,2020-05-12,,15.46429
1621,2020-05-13,,15.45328
1622,2020-05-14,,15.91559
1623,2020-05-15,,22.67523
1624,2020-05-16,,22.31529
1625,2020-05-18,,16.2249
1626,2020-05-19,,15.379529999999999
1627,2020-05-20,,14.8919
1628,2020-05-21,,15.29367
1629,2020-05-22,,17.95526
1630,2020-05-23,,21.22446
1631,2020-05-25,,14.179720000000001
1632,2020-05-26,,14.57929
1633,2020-05-27,,13.572120000000002
1634,2020-05-28,,13.26061
1635,2020-05-29,,17.19135
1636,2020-05-30,,20.45834
1637,2020-06-01,,12.5
1638,2020-06-02,,13.303529999999999
1639,2020-06-03,,13.19236
1640,2020-06-04,,14.7455
1641,2020-06-05,,18.596989999999998
1642,2020-06-06,,21.65265
1643,2020-06-08,,13.074580000000001
1644,2020-06-09,,13.524779999999998
1645,2020-06-10,,15.08123
1646,2020-06-11,,14.2876
1647,2020-06-12,,18.82264
1648,2020-06-13,,21.22336
1649,2020-06-15,,13.46204
1650,2020-06-16,,13.05697
1651,2020-06-17,,13.27161
1652,2020-06-18,,14.2931
1653,2020-06-19,,16.84682
1654,2020-06-20,,19.2057
1655,2020-06-22,,12.20059
1656,2020-06-23,,12.623280000000001
1657,2020-06-24,,14.62662
1658,2020-06-25,,13.596329999999998
1659,2020-06-26,,16.77637
1660,2020-06-27,,18.6146
1661,2020-06-29,,13.39269
1662,2020-06-30,,13.584220000000002
1663,2020-07-01,,12.70143
1664,2020-07-02,,12.74876
1665,2020-07-03,,17.34655
1666,2020-07-04,,19.968510000000002
1667,2020-07-06,,12.0663
1668,2020-07-07,,12.47908
1669,2020-07-08,,12.96451
1670,2020-07-09,,12.794989999999999
1671,2020-07-10,,16.56943
1672,2020-07-11,,17.63935
1673,2020-07-13,,12.98432
1674,2020-07-14,,12.01897
1675,2020-07-15,,12.53852
1676,2020-07-16,,25.67695
