날짜,요일,고객수,평균기온...,최저기온...,최고기온...,강수량.mm.,구글.검색량,네이버.검색량,확진자,사망자,완치자,지하철_승하차인원,공휴일,복날,방학여부,도마1동인구,도마2동인구,변동인구
2017-02-03,금,47,2.1,-3.2,8.6,NA,NA,11.96173,NA,NA,NA,257473,0,0,1,17179,20332,17628
2017-02-04,토,40,2.9,-3.3,8.1,0,NA,13.48406,NA,NA,NA,204564,0,0,1,17177,20331,17627
2017-02-05,일,46,3.2,1.2,5.5,0.5,46,13.08999,NA,NA,NA,138784,0,0,1,17175,20330,17626
2017-02-06,월,40,0,-3.2,4.8,NA,NA,10.20055,NA,NA,NA,237348,0,0,1,17173,20330,17625
2017-02-07,화,48,-0.5,-4.7,5.8,NA,NA,10.13781,NA,NA,NA,238970,0,0,1,17171,20330,17624
2017-02-08,수,31,-0.1,-4.1,4.2,NA,NA,9.95508,NA,NA,NA,241724,0,0,1,17169,20330,17623
2017-02-09,목,62,-2.9,-5.1,0.6,0.1,NA,13.20557,NA,NA,NA,235985,0,0,1,17167,20330,17622
2017-02-10,금,39,-4.4,-6.9,-0.3,0.2,NA,15.86936,NA,NA,NA,242894,0,0,1,17165,20330,17621
2017-02-11,토,61,-2.9,-7.2,2.6,0.5,NA,19.65811,NA,NA,NA,195689,0,0,1,17163,20330,17620
2017-02-12,일,50,-0.3,-5.3,5.7,NA,55,19.14846,NA,NA,NA,147305,0,0,1,17161,20330,17619
2017-02-13,월,40,0.3,-5.8,6,0.6,NA,15.71085,NA,NA,NA,235366,0,0,1,17159,20330,17618
2017-02-14,화,56,1.6,-2.8,8.1,NA,NA,14.34814,NA,NA,NA,244796,0,0,1,17157,20330,17617
2017-02-15,수,28,2.2,-5.4,10.8,NA,NA,13.3993,NA,NA,NA,247856,0,0,1,17155,20330,17616
2017-02-16,목,48,7.3,-3.4,15.5,1.9,NA,13.96838,NA,NA,NA,243116,0,0,1,17153,20330,17615
2017-02-17,금,49,4.6,-2.7,11.8,1.9,NA,16.6729,NA,NA,NA,251522,0,0,1,17151,20330,17614
2017-02-18,토,45,-1,-6.2,4.8,NA,NA,17.80556,NA,NA,NA,200371,0,0,1,17149,20330,17613
2017-02-19,일,37,3.1,-4.9,9.2,3.5,48,17.55129,NA,NA,NA,148403,0,0,1,17147,20330,17612
2017-02-20,월,48,1.3,-4.9,7.2,15.3,NA,16.11042,NA,NA,NA,236968,0,0,1,17145,20330,17611
2017-02-21,화,56,0.6,-6.9,9,NA,NA,14.74771,NA,NA,NA,239177,0,0,1,17143,20330,17610
2017-02-22,수,50,3,0.2,4.1,17.5,NA,15.341,NA,NA,NA,225106,0,0,1,17141,20330,17609
2017-02-23,목,64,0.5,-3,5.3,NA,NA,14.16651,NA,NA,NA,243664,0,0,1,17139,20330,17609
2017-02-24,금,44,0.6,-5.4,6.9,NA,NA,16.3691,NA,NA,NA,265019,0,0,1,17137,20330,17609
2017-02-25,토,45,3.5,-2.7,10,NA,NA,17.7098,NA,NA,NA,203654,0,0,1,17135,20330,17609
2017-02-26,일,38,4,-0.8,10.5,NA,48,15.66352,NA,NA,NA,154964,0,0,1,17133,20328,17609
2017-02-27,월,47,4.2,-2.5,12,NA,NA,12.47908,NA,NA,NA,249141,0,0,1,17131,20326,17609
2017-02-28,화,50,5.3,-2.7,14,NA,NA,13.92105,NA,NA,NA,259197,0,0,1,17131,20324,17609
2017-03-01,수,78,6.1,1,12.8,0.1,NA,14.35144,NA,NA,NA,166765,1,0,1,17131,20322,17606
2017-03-02,목,32,3,-1,8.3,2,NA,8.83673,NA,NA,NA,233809,0,0,0,17131,20320,17603
2017-03-03,금,33,4.2,-3.6,12.5,NA,NA,10.19395,NA,NA,NA,259350,0,0,0,17131,20318,17600
2017-03-04,토,36,6.1,-1.2,15.1,NA,NA,13.39049,NA,NA,NA,206052,0,0,0,17130,20316,17597
2017-03-05,일,39,6.3,0,14.6,NA,34,12.99973,NA,NA,NA,152979,0,0,0,17129,20314,17594
2017-03-06,월,39,1.8,-1.6,6.7,0,NA,8.56485,NA,NA,NA,238942,0,0,0,17128,20312,17591
2017-03-07,화,51,-0.2,-2.6,4,1.2,NA,8.96992,NA,NA,NA,235540,0,0,0,17127,20310,17588
2017-03-08,수,44,1.4,-3.7,6,0,NA,9.24511,NA,NA,NA,239916,0,0,0,17126,20308,17585
2017-03-09,목,30,4.7,-1.1,10.7,NA,NA,9.55552,NA,NA,NA,246211,0,0,0,17125,20306,17582
2017-03-10,금,50,5.9,-1.5,13.4,NA,NA,22.53874,NA,NA,NA,261673,0,0,0,17124,20304,17579
2017-03-11,토,62,7.4,-1.9,17.1,NA,NA,18.89859,NA,NA,NA,215669,0,0,0,17123,20302,17576
2017-03-12,일,30,8.9,0.3,16.8,NA,48,17.45112,NA,NA,NA,161830,0,0,0,17122,20300,17573
2017-03-13,월,28,8,2.7,13.8,NA,NA,9.6799,NA,NA,NA,243621,0,0,0,17121,20298,17570
2017-03-14,화,58,5.6,-0.1,12,NA,NA,10.1224,NA,NA,NA,247008,0,0,0,17120,20296,17567
2017-03-15,수,56,5.9,-1.8,12.8,NA,NA,11.60619,NA,NA,NA,248378,0,0,0,17119,20293,17564
2017-03-16,목,29,6.3,-1.2,13.8,NA,NA,10.45812,NA,NA,NA,242562,0,0,0,17118,20290,17561
2017-03-17,금,28,7.6,-1.4,16.6,NA,NA,13.73833,NA,NA,NA,263607,0,0,0,17117,20287,17558
2017-03-18,토,40,8.8,2.9,18,NA,NA,16.83251,NA,NA,NA,217180,0,0,0,17116,20284,17555
2017-03-19,일,38,10,0.7,19.2,NA,26,14.56608,NA,NA,NA,165854,0,0,0,17115,20281,17552
2017-03-20,월,28,8.6,2.7,13.6,0.1,NA,9.6821,NA,NA,NA,239018,0,0,0,17114,20278,17549
2017-03-21,화,43,8.4,4.9,13,0,NA,10.52637,NA,NA,NA,240557,0,0,0,17113,20275,17546
2017-03-22,수,48,7.6,0,14.6,NA,NA,10.34805,NA,NA,NA,243255,0,0,0,17112,20272,17543
2017-03-23,목,23,9.5,4,16.6,NA,NA,10.73661,NA,NA,NA,243616,0,0,0,17111,20269,17540
2017-03-24,금,32,9,1.7,15.6,NA,NA,13.52478,NA,NA,NA,267478,0,0,0,17110,20266,17537
2017-03-25,토,55,7.6,6.4,9.9,0.9,NA,18.18752,NA,NA,NA,199972,0,0,0,17109,20263,17534
2017-03-26,일,37,7.1,4.6,10.5,0,33,17.21887,NA,NA,NA,154453,0,0,0,17108,20264,17531
2017-03-27,월,3,6.4,3.5,11.1,1.6,NA,9.52029,NA,NA,NA,233184,0,0,0,17107,20265,17528
2017-03-28,화,23,7.9,0.9,14.2,0.2,NA,10.34695,NA,NA,NA,239755,0,0,0,17106,20266,17525
2017-03-29,수,29,9.7,4.3,16.8,1.6,NA,9.15044,NA,NA,NA,248068,0,0,0,17104,20267,17521
2017-03-30,목,38,11.2,2.1,19.5,NA,NA,8.56815,NA,NA,NA,243615,0,0,0,17102,20268,17517
2017-03-31,금,39,10,8,14.6,3.9,NA,14.09937,NA,NA,NA,251224,0,0,0,17101,20269,17513
2017-04-01,토,36,9.1,5.2,13.6,1.1,NA,16.04878,NA,NA,NA,209545,0,0,0,17100,20270,17511
2017-04-02,일,31,9.3,1.9,17.1,NA,40,13.81648,NA,NA,NA,157441,0,0,0,17099,20271,17509
2017-04-04,화,47,14.2,4.1,22.8,NA,NA,8.14217,NA,NA,NA,244097,0,0,0,17098,20272,17507
2017-04-05,수,37,12.8,10.7,14.2,17,NA,10.2699,NA,NA,NA,230534,0,0,0,17097,20273,17505
2017-04-06,목,17,13.8,11.2,16.7,15.9,NA,8.7806,NA,NA,NA,235273,0,0,0,17096,20274,17503
2017-04-07,금,20,16.2,9.5,24.6,NA,NA,11.10646,NA,NA,NA,270204,0,0,0,17095,20275,17501
2017-04-08,토,35,16.7,10.2,24.6,NA,NA,14.98987,NA,NA,NA,230426,0,0,0,17094,20276,17499
2017-04-09,일,39,14.4,11.9,19.7,NA,36,13.94967,NA,NA,NA,167762,0,0,0,17093,20277,17497
2017-04-10,월,24,15.1,9.4,21.4,NA,NA,8.30067,NA,NA,NA,243366,0,0,0,17092,20278,17495
2017-04-11,화,37,12.5,8.2,19.4,14.3,NA,8.56815,NA,NA,NA,236986,0,0,0,17091,20279,17493
2017-04-12,수,25,12.1,5.7,18.4,NA,NA,8.49881,NA,NA,NA,246290,0,0,0,17090,20280,17491
2017-04-13,목,23,13.2,5.7,20.1,NA,NA,8.41735,NA,NA,NA,244488,0,0,0,17089,20281,17489
2017-04-14,금,36,16,10.5,20.9,0,NA,12.31177,NA,NA,NA,254317,0,0,0,17088,20282,17486
2017-04-15,토,39,18.7,12.5,25.6,NA,NA,15.04821,NA,NA,NA,207469,0,0,0,17087,20283,17483
2017-04-16,일,38,19.9,10.6,28.6,NA,54,14.15661,NA,NA,NA,153938,0,0,0,17086,20284,17480
2017-04-17,월,23,13.7,11.8,18.9,26.8,NA,9.31556,NA,NA,NA,217236,0,0,0,17085,20285,17477
2017-04-18,화,41,13.8,10.3,21.5,0.5,NA,9.48617,NA,NA,NA,230837,0,0,0,17084,20286,17474
2017-04-19,수,26,13.4,7.2,20.4,NA,NA,9.28253,NA,NA,NA,246092,0,0,0,17083,20287,17471
2017-04-20,목,30,10.9,8.3,14.1,1.7,NA,9.86813,NA,NA,NA,231763,0,0,0,17082,20288,17468
2017-04-21,금,38,12.8,5.8,19.9,NA,NA,12.39763,NA,NA,NA,255789,0,0,0,17081,20289,17465
2017-04-22,토,64,14.6,8.6,21.1,NA,NA,15.7747,NA,NA,NA,201271,0,0,0,17080,20289,17462
2017-04-23,일,31,15,6.5,23,NA,39,15.22873,NA,NA,NA,144341,0,0,0,17079,20289,17459
2017-04-24,월,30,15.2,6.3,23.6,NA,NA,8.91379,NA,NA,NA,239295,0,0,0,17078,20288,17456
2017-04-25,화,46,17,10,22.7,0,NA,9.72283,NA,NA,NA,236979,0,0,0,17077,20287,17453
2017-04-26,수,21,15.6,10.1,21.6,0.4,NA,9.41242,NA,NA,NA,246483,0,0,0,17076,20286,17450
2017-04-27,목,30,13.8,6.7,20.5,NA,NA,9.48507,NA,NA,NA,244103,0,0,0,17075,20285,17447
2017-04-28,금,49,15.5,8.6,23.8,NA,NA,13.31564,NA,NA,NA,268839,0,0,0,17074,20284,17444
2017-04-29,토,46,18,9.7,25.2,NA,NA,14.53636,NA,NA,NA,207084,0,0,0,17074,20283,17441
2017-04-30,일,44,20.6,15.2,27.7,NA,52,14.445,NA,NA,NA,154964,0,0,0,17074,20282,17438
2017-05-01,월,23,20.4,12.9,28.7,NA,NA,10.54288,NA,NA,NA,203558,1,0,0,17074,20281,17439
2017-05-02,화,45,20,12.1,27.5,NA,NA,11.7702,NA,NA,NA,257852,0,0,0,17074,20280,17440
2017-05-03,수,34,21.1,11.8,29.6,NA,NA,12.63979,NA,NA,NA,174835,1,0,0,17073,20279,17441
2017-05-04,목,31,21.4,14.1,28.4,0,NA,11.84726,NA,NA,NA,238966,0,0,0,17072,20278,17442
2017-05-05,금,36,21.7,17.9,28.2,0,NA,14.96895,NA,NA,NA,165626,1,0,0,17071,20277,17443
2017-05-06,토,34,16.5,10.8,23.5,NA,NA,14.76091,NA,NA,NA,167459,0,0,0,17070,20276,17444
2017-05-07,일,38,18.1,11.8,25.8,NA,53,13.0977,NA,NA,NA,147572,0,0,0,17069,20275,17445
2017-05-08,월,31,18.2,12.1,22.9,NA,NA,12.0597,NA,NA,NA,243772,0,0,0,17068,20274,17446
2017-05-09,화,81,15.7,12.2,20.3,7.3,NA,19.2002,NA,NA,NA,172741,1,0,0,17067,20273,17447
2017-05-10,수,24,15.6,13.8,18.7,2,NA,8.9314,NA,NA,NA,244543,0,0,0,17066,20272,17448
2017-05-11,목,26,18.7,12.6,26.2,4.1,NA,8.83893,NA,NA,NA,248443,0,0,0,17065,20271,17449
2017-05-12,금,32,19.8,15.9,23.9,NA,NA,12.8071,NA,NA,NA,276448,0,0,0,17064,20270,17450
2017-05-13,토,55,18.3,13.8,25.3,1.4,NA,16.46816,NA,NA,NA,225028,0,0,0,17064,20270,17451
2017-05-14,일,47,16.6,12.1,23,NA,46,15.72736,NA,NA,NA,176166,0,0,0,17064,20270,17452
2017-05-15,월,35,16.7,11.1,23.1,NA,NA,10.04314,NA,NA,NA,250866,0,0,0,17064,20270,17453
2017-05-16,화,67,16.8,11.5,22.6,NA,NA,9.6788,NA,NA,NA,244134,0,0,0,17064,20270,17454
2017-05-17,수,25,18.7,10.5,26.1,NA,NA,9.25722,NA,NA,NA,248415,0,0,0,17064,20270,17455
2017-05-18,목,25,20.3,11.9,27.8,NA,NA,9.62817,NA,NA,NA,243623,0,0,0,17064,20270,17456
2017-05-19,금,24,21.4,13.1,29.9,NA,NA,12.70363,NA,NA,NA,272239,0,0,0,17064,20270,17457
2017-05-20,토,49,20.7,12.5,29.2,NA,NA,16.59144,NA,NA,NA,224095,0,0,0,17064,20270,17458
2017-05-21,일,38,21.4,14.3,29.1,NA,42,14.91392,NA,NA,NA,158328,0,0,0,17064,20270,17459
2017-05-22,월,28,21.7,13.3,29.4,NA,NA,8.87196,NA,NA,NA,241815,0,0,0,17064,20270,17460
2017-05-23,화,46,21.1,15.1,26.7,NA,NA,10.60232,NA,NA,NA,238878,0,0,0,17064,20270,17461
2017-05-24,수,21,20.8,17,26.7,11,NA,8.99524,NA,NA,NA,248932,0,0,0,17064,20270,17462
2017-05-25,목,29,19.7,14,27,NA,NA,10.48674,NA,NA,NA,254886,0,0,0,17064,20268,17463
2017-05-26,금,43,17.2,11.2,22.8,NA,NA,15.16709,NA,NA,NA,271173,0,0,0,17064,20266,17463
2017-05-27,토,51,19.3,11.9,26.3,NA,NA,17.20125,NA,NA,NA,218398,0,0,0,17064,20264,17463
2017-05-28,일,56,21.4,12.8,29,NA,40,16.05538,NA,NA,NA,164694,0,0,0,17064,20262,17463
2017-05-29,월,31,24.1,19.5,30.7,NA,NA,9.42123,NA,NA,NA,242645,0,0,0,17064,20260,17463
2017-05-30,화,60,23.5,17.1,30,NA,NA,12.2116,NA,NA,NA,238808,0,0,0,17064,20258,17463
2017-05-31,수,31,22,17.2,28.4,3.5,NA,9.64247,NA,NA,NA,237417,0,0,0,17064,20256,17463
2017-06-01,목,40,22,17,26.9,NA,NA,10.2743,NA,NA,NA,243016,0,0,0,17063,20254,17461
2017-06-02,금,32,20.3,13,27.4,0,NA,12.40423,NA,NA,NA,263019,0,0,0,17062,20252,17459
2017-06-03,토,52,20.4,16.1,26.1,0.2,NA,15.31679,NA,NA,NA,209729,0,0,0,17061,20250,17457
2017-06-04,일,68,20.8,12,28.4,NA,36,13.87042,NA,NA,NA,157569,0,0,0,17060,20248,17455
2017-06-05,월,3,22.6,13.9,29.8,NA,NA,12.74986,NA,NA,NA,244010,0,0,0,17059,20246,17453
2017-06-06,화,91,18.3,15.7,22.5,10.3,NA,14.83356,NA,NA,NA,156075,1,0,0,17058,20244,17451
2017-06-07,수,35,17.9,16,19.7,4.5,NA,8.06952,NA,NA,NA,232841,0,0,0,17057,20242,17449
2017-06-08,목,38,20.1,15.6,26.4,NA,NA,8.18179,NA,NA,NA,241918,0,0,0,17056,20240,17447
2017-06-09,금,26,22,16.2,27.9,NA,NA,10.96116,NA,NA,NA,258696,0,0,0,17055,20238,17445
2017-06-10,토,45,22.6,19.9,26.6,NA,NA,13.35857,NA,NA,NA,203246,0,0,0,17054,20236,17443
2017-06-11,일,51,22.8,15.9,29.6,NA,42,11.98045,NA,NA,NA,144655,0,0,0,17053,20234,17441
2017-06-12,월,1,22.1,16.7,27.4,NA,NA,7.91211,NA,NA,NA,237315,0,0,0,17052,20232,17439
2017-06-13,화,38,21.7,17.3,27.6,0,NA,8.32489,NA,NA,NA,237173,0,0,0,17051,20230,17437
2017-06-14,수,25,22,15.1,28.4,NA,NA,7.747,NA,NA,NA,244271,0,0,0,17050,20228,17435
2017-06-15,목,30,23.1,16.8,29.6,NA,NA,7.93413,NA,NA,NA,237884,0,0,0,17049,20225,17433
2017-06-16,금,42,25.3,18.1,32.8,NA,NA,100,NA,NA,NA,253679,0,0,0,17048,20222,17431
2017-06-17,토,50,24.7,16.8,32.3,NA,NA,24.24819,NA,NA,NA,202577,0,0,0,17047,20219,17429
2017-06-18,일,60,25.3,17.1,33.8,NA,54,18.68505,NA,NA,NA,139369,0,0,0,17046,20216,17427
2017-06-19,월,40,26.1,18.3,33.4,NA,NA,10.91163,NA,NA,NA,233978,0,0,0,17045,20213,17425
2017-06-20,화,53,25.4,19.6,31.3,NA,NA,11.54565,NA,NA,NA,234670,0,0,0,17044,20210,17423
2017-06-22,목,29,25.3,18.6,32.9,NA,NA,10.20385,NA,NA,NA,237384,0,0,0,17043,20207,17421
2017-06-23,금,27,27.4,20.1,34.8,NA,NA,12.53522,NA,NA,NA,248446,0,0,0,17042,20204,17419
2017-06-24,토,47,24.5,20.4,33.5,2.8,NA,16.15335,NA,NA,NA,190209,0,0,1,17040,20203,17417
2017-06-25,일,49,25,20,29.9,NA,45,14.68276,NA,NA,NA,141959,0,0,1,17038,20202,17415
2017-06-27,화,48,24.6,20.7,29.2,12.2,NA,10.7146,NA,NA,NA,232415,0,0,1,17036,20201,17413
2017-06-28,수,22,25.3,21,31.6,3.2,NA,9.26932,NA,NA,NA,235903,0,0,1,17034,20200,17411
2017-06-29,목,27,26.1,21.6,31.1,0.3,NA,9.5346,NA,NA,NA,234906,0,0,1,17032,20199,17409
2017-06-30,금,49,26.9,22.8,32.2,NA,NA,12.69483,NA,NA,NA,251693,0,0,1,17030,20198,17407
2017-07-01,토,48,24.1,22.6,25.1,14.4,NA,15.0405,NA,NA,NA,170370,0,0,1,17028,20197,17406
2017-07-02,일,42,25.7,24.2,27.6,39.5,44,14.70147,NA,NA,NA,121779,0,0,1,17026,20196,17405
2017-07-04,화,61,25.9,24.1,28.4,34,NA,9.81419,NA,NA,NA,221169,0,0,1,17024,20195,17404
2017-07-05,수,21,27.8,23.7,32.6,NA,NA,9.74044,NA,NA,NA,240633,0,0,1,17023,20194,17403
2017-07-06,목,24,26,23.5,31.8,41.2,NA,10.39428,NA,NA,NA,223403,0,0,1,17022,20193,17402
2017-07-07,금,30,26.7,23.5,29.5,1.7,NA,15.636,NA,NA,NA,253681,0,0,1,17021,20192,17401
2017-07-08,토,35,26.1,22.6,29.1,61,NA,15.11425,NA,NA,NA,175583,0,0,1,17020,20191,17400
2017-07-09,일,34,26.7,22.5,32.4,31,69,14.55618,NA,NA,NA,142717,0,0,1,17019,20190,17399
2017-07-11,화,35,26.5,23.2,31,0.8,NA,11.11196,NA,NA,NA,235008,0,0,1,17018,20189,17398
2017-07-12,수,41,27.9,24.2,32.4,NA,NA,19.79129,NA,NA,NA,238641,0,1,1,17017,20188,17397
2017-07-13,목,21,27.9,22.8,32.9,NA,NA,11.0206,NA,NA,NA,233185,0,0,1,17016,20188,17396
2017-07-14,금,38,27.6,24.4,34,1.9,NA,14.35474,NA,NA,NA,244883,0,0,1,17015,20188,17395
2017-07-15,토,35,25.2,23.1,26.7,24.5,NA,17.21446,NA,NA,NA,186241,0,0,1,17014,20188,17394
2017-07-16,일,33,27.4,25.3,29.8,0.1,39,14.53196,NA,NA,NA,138413,0,0,1,17013,20188,17393
2017-07-17,월,49,25.6,23,29.1,7.1,NA,10.71129,NA,NA,NA,222974,0,0,1,17012,20188,17392
2017-07-18,화,39,25.7,22.9,28.7,0.9,NA,11.72287,NA,NA,NA,231513,0,0,1,17011,20188,17391
2017-07-20,목,36,29.5,25.3,33.9,NA,NA,13.1032,NA,NA,NA,237654,0,0,1,17010,20188,17390
2017-07-21,금,42,30.1,26.8,33.7,NA,NA,17.417,NA,NA,NA,246591,0,0,1,17009,20188,17389
2017-07-22,토,50,29.7,27.6,32.8,NA,NA,21.26078,NA,NA,NA,180667,0,1,1,17008,20188,17388
2017-07-23,일,47,27.9,26.4,29.7,1.2,54,17.36086,NA,NA,NA,130757,0,0,1,17007,20188,17386
2017-07-24,월,27,28.8,27.5,30.7,0.7,NA,12.67171,NA,NA,NA,224033,0,0,1,17006,20188,17384
2017-07-25,화,36,28.5,25.3,33.1,27.6,NA,14.05314,NA,NA,NA,223190,0,0,1,17005,20188,17382
2017-07-26,수,31,27.6,23.6,31.8,NA,NA,13.0977,NA,NA,NA,232895,0,0,1,17004,20188,17380
2017-07-27,목,25,28,22.3,33.1,NA,NA,12.58475,NA,NA,NA,226857,0,0,1,17003,20188,17378
2017-07-28,금,38,28.5,25.7,31.9,10.7,NA,15.68333,NA,NA,NA,238076,0,0,1,17003,20188,17376
2017-07-31,월,42,25.1,23.5,27.3,29.2,NA,15.55565,NA,NA,NA,200519,0,0,1,17003,20187,17374
2017-08-01,화,50,26.7,22.3,31.9,9.2,NA,15.39274,NA,NA,NA,215081,0,0,1,17003,20186,17375
2017-08-02,수,35,29.4,25.1,34.1,NA,NA,14.06194,NA,NA,NA,221307,0,0,1,17003,20185,17376
2017-08-03,목,44,28.6,24.3,32.5,NA,NA,13.56111,NA,NA,NA,215068,0,0,1,17003,20184,17377
2017-08-04,금,35,29.9,24.5,34.4,NA,NA,14.77192,NA,NA,NA,227075,0,0,1,17003,20183,17378
2017-08-05,토,45,31.8,27.1,35.9,NA,NA,15.90128,NA,NA,NA,164298,0,0,1,17003,20182,17379
2017-08-06,일,60,31.1,27.8,35.6,0,52,16.08731,NA,NA,NA,127965,0,0,1,17004,20181,17380
2017-08-07,월,36,29.4,25.6,34.2,NA,NA,13.35967,NA,NA,NA,219923,0,0,1,17005,20180,17381
2017-08-08,화,40,28.1,25,31.9,0,NA,13.76254,NA,NA,NA,222010,0,0,1,17006,20179,17382
2017-08-10,목,29,26.4,24.2,31.2,3.8,NA,13.81428,NA,NA,NA,225718,0,0,1,17007,20178,17383
2017-08-11,금,62,27.1,24.1,32.5,0,NA,21.16832,NA,NA,NA,240655,0,1,1,17008,20177,17384
2017-08-12,토,30,27.2,23.1,31.5,NA,NA,15.74608,NA,NA,NA,178909,0,0,1,17009,20176,17385
2017-08-13,일,38,24.6,22.8,26.5,1.4,50,15.92219,NA,NA,NA,132831,0,0,1,17010,20175,17386
2017-08-14,월,43,22.4,21,25.3,65,NA,15.32669,NA,NA,NA,199790,0,0,1,17011,20174,17387
2017-08-15,화,58,22.9,21.3,24,34.4,NA,16.10051,NA,NA,NA,131824,1,0,1,17012,20173,17388
2017-08-17,목,25,25.7,22.9,30.1,1.2,NA,9.93087,NA,NA,NA,227029,0,0,1,17013,20172,17389
2017-08-18,금,35,26.1,23,30.4,0,NA,13.03055,NA,NA,NA,240695,0,0,1,17014,20170,17390
2017-08-19,토,43,25.1,23,30.4,10.2,NA,14.72129,NA,NA,NA,195352,0,0,1,17015,20168,17391
2017-08-20,일,36,25.9,23.3,29.7,2.7,43,14.98106,NA,NA,NA,136180,0,0,1,17016,20166,17392
2017-08-21,월,22,24.7,23.1,27.5,36.1,NA,10.35575,NA,NA,NA,214165,0,0,1,17017,20164,17393
2017-08-22,화,32,27.4,24,31.1,0.7,NA,9.79988,NA,NA,NA,223259,0,0,1,17018,20162,17394
2017-08-24,목,27,27.5,25.1,29.8,49.8,NA,9.56542,NA,NA,NA,220997,0,0,1,17019,20160,17395
2017-08-25,금,37,26.1,21.8,31.3,NA,NA,11.32991,NA,NA,NA,249822,0,0,1,17020,20158,17396
2017-08-26,토,45,23.3,18.8,29.4,NA,NA,14.08946,NA,NA,NA,197328,0,0,1,17020,20156,17397
2017-08-27,일,49,24,18,30.4,NA,36,12.89296,NA,NA,NA,146070,0,0,1,17020,20154,17398
2017-08-28,월,37,24.8,19.7,28.6,35.2,NA,9.53901,NA,NA,NA,230865,0,0,0,17020,20152,17400
2017-08-29,화,40,21,18,26.3,NA,NA,8.68923,NA,NA,NA,237411,0,0,0,17020,20150,17402
2017-08-30,수,1,18.1,16,20.6,0.5,NA,8.85324,NA,NA,NA,236175,0,0,0,17020,20148,17404
2017-08-31,목,61,21.5,16,27.3,NA,NA,11.62491,NA,NA,NA,234980,0,0,0,17020,20147,17406
2017-09-01,금,39,22.1,16.6,28,NA,NA,11.35743,NA,NA,NA,255121,0,0,0,17020,20146,17405
2017-09-02,토,36,21.4,16.7,26.2,NA,NA,13.7031,NA,NA,NA,202063,0,0,0,17020,20145,17404
2017-09-03,일,41,22.2,16,28.6,NA,34,12.08942,NA,NA,NA,146217,0,0,0,17020,20144,17403
2017-09-04,월,21,22.4,17.3,28,NA,NA,7.98696,NA,NA,NA,239802,0,0,0,17021,20143,17402
2017-09-05,화,49,21.2,19.2,23.3,0.8,NA,10.11139,NA,NA,NA,231646,0,0,0,17022,20142,17401
2017-09-07,목,26,21.9,18.3,27.1,NA,NA,8.84994,NA,NA,NA,242956,0,0,0,17023,20141,17400
2017-09-08,금,45,22.7,18.5,28.3,NA,NA,11.72397,NA,NA,NA,261087,0,0,0,17024,20140,17399
2017-09-09,토,54,22.4,17.7,27.8,NA,NA,15.00418,NA,NA,NA,213315,0,0,0,17025,20139,17398
2017-09-10,일,54,22.7,18.5,26.5,NA,46,14.03112,NA,NA,NA,150275,0,0,0,17026,20138,17397
2017-09-12,화,47,21.9,17.6,28.2,NA,NA,8.7894,NA,NA,NA,240405,0,0,0,17027,20137,17396
2017-09-13,수,30,20.1,14.3,27.4,NA,NA,8.89617,NA,NA,NA,243487,0,0,0,17028,20136,17395
2017-09-14,목,35,20.9,13.9,27.5,NA,NA,8.51532,NA,NA,NA,248021,0,0,0,17029,20134,17394
2017-09-15,금,33,21.7,18.6,26.1,NA,NA,12.04539,NA,NA,NA,267739,0,0,0,17030,20132,17393
2017-09-16,토,52,21.2,18.6,24.3,NA,NA,15.71415,NA,NA,NA,209046,0,0,0,17031,20130,17392
2017-09-17,일,48,21.5,16.7,27.7,NA,43,14.33273,NA,NA,NA,151115,0,0,0,17032,20128,17391
2017-09-19,화,58,22.8,17.9,27.2,0.5,NA,11.07123,NA,NA,NA,238966,0,0,0,17033,20126,17390
2017-09-20,수,29,20,15.4,25,0.7,NA,9.42563,NA,NA,NA,244222,0,0,0,17034,20124,17389
2017-09-21,목,26,18.7,12.1,25.9,NA,NA,9.24951,NA,NA,NA,240955,0,0,0,17035,20122,17388
2017-09-22,금,61,20.2,14.4,26.6,NA,NA,12.53522,NA,NA,NA,262210,0,0,0,17036,20120,17387
2017-09-23,토,71,20.4,15.5,26.4,NA,NA,15.37513,NA,NA,NA,208481,0,0,0,17037,20118,17386
2017-09-24,일,53,22.4,18.7,27.2,0,53,14.67396,NA,NA,NA,186350,0,0,0,17039,20116,17385
2017-09-26,화,47,23.5,17.3,29.2,NA,NA,9.84941,NA,NA,NA,238874,0,0,0,17041,20114,17384
2017-09-27,수,35,19.3,16.7,23.2,31,NA,10.26549,NA,NA,NA,235405,0,0,0,17043,20112,17384
2017-09-28,목,41,20.1,15.8,24.8,NA,NA,10.66066,NA,NA,NA,246907,0,0,0,17045,20110,17384
2017-09-29,금,49,15.8,10.5,21.6,NA,NA,13.71851,NA,NA,NA,274532,0,0,0,17047,20108,17384
2017-09-30,토,42,17.5,9.8,25.9,NA,NA,14.5936,NA,NA,NA,194965,0,0,0,17049,20107,17384
2017-10-01,일,48,15.6,13.5,18.2,16.5,52,15.71526,NA,NA,NA,136308,0,0,0,17051,20106,17385
2017-10-02,월,44,19.1,15.9,23.4,3,NA,12.52201,NA,NA,NA,160765,1,0,0,17053,20105,17386
2017-10-03,화,46,18,14.6,22.9,NA,NA,12.84012,NA,NA,NA,95321,1,0,0,17055,20104,17387
2017-10-04,수,77,17.5,11.8,23.3,NA,NA,15.27716,NA,NA,NA,76269,1,0,0,17057,20103,17388
