날짜,요일,고객수,평균기온...,최저기온...,최고기온...,강수량.mm.,구글.검색량,네이버.검색량,확진자,사망자,완치자,지하철_승하차인원,공휴일,복날,방학여부,도마1동인구,도마2동인구,변동인구
2017-10-05,목,52,18,15.5,21.3,NA,NA,18.84796,NA,NA,NA,103336,1,0,0,17059,20102,17389
2017-10-06,금,51,16.9,15,18.6,1.5,NA,16.62777,NA,NA,NA,128928,1,0,0,17059,20101,17390
2017-10-07,토,64,19.9,16.9,24.8,0,NA,16.29975,NA,NA,NA,155135,0,0,0,17059,20100,17391
2017-10-08,일,57,20.8,16.5,27,NA,41,16.76646,NA,NA,NA,139857,0,0,0,17059,20098,17392
2017-10-09,월,59,21.6,17.6,26.1,NA,NA,15.67563,NA,NA,NA,154623,1,0,0,17059,20096,17393
2017-10-10,화,49,22.3,17.9,26.1,NA,NA,10.33044,NA,NA,NA,231634,0,0,0,17059,20094,17393
2017-10-11,수,2,17.5,13.4,22.1,6,NA,9.90445,NA,NA,NA,228934,0,0,0,17059,20092,17393
2017-10-12,목,46,12.1,9.4,13.4,1.3,NA,10.29411,NA,NA,NA,230632,0,0,0,17059,20090,17393
2017-10-13,금,47,11.6,5.8,18.2,NA,NA,13.32445,NA,NA,NA,262566,0,0,0,17059,20088,17393
2017-10-14,토,52,13.5,8.4,18.9,NA,NA,16.45715,NA,NA,NA,209462,0,0,0,17059,20086,17393
2017-10-15,일,58,15,9.7,19.9,NA,38,15.0383,NA,NA,NA,149043,0,0,0,17059,20084,17393
2017-10-17,화,40,15.7,9.2,22.6,NA,NA,9.79218,NA,NA,NA,239265,0,0,0,17059,20082,17393
2017-10-18,수,42,16.3,14.8,19.5,0,NA,10.28751,NA,NA,NA,242555,0,0,0,17059,20080,17393
2017-10-19,목,40,16.1,11.4,21.4,NA,NA,10.03104,NA,NA,NA,244499,0,0,0,17059,20078,17393
2017-10-20,금,51,16.1,11.1,22.8,NA,NA,12.9535,NA,NA,NA,269062,0,0,0,17059,20076,17393
2017-10-21,토,52,15.7,9.8,22.6,NA,NA,15.44447,NA,NA,NA,224789,0,0,0,17059,20074,17393
2017-10-22,일,59,15.7,10,22.5,NA,51,15.08783,NA,NA,NA,153844,0,0,0,17059,20072,17393
2017-10-24,화,47,12.4,6.9,19.3,NA,NA,9.51919,NA,NA,NA,240776,0,0,0,17059,20070,17393
2017-10-25,수,36,12.4,6.6,19.7,NA,NA,9.71512,NA,NA,NA,247146,0,0,0,17059,20068,17393
2017-10-26,목,34,12.8,7.8,18.7,NA,NA,9.48617,NA,NA,NA,242221,0,0,0,17059,20066,17393
2017-10-27,금,51,14.3,11.2,19.5,NA,NA,11.7636,NA,NA,NA,262688,0,0,0,17059,20064,17393
2017-10-28,토,52,15.5,9.2,23.1,NA,NA,15.73617,NA,NA,NA,221434,0,0,0,17059,20062,17393
2017-10-29,일,58,11.6,5.6,18.2,NA,27,15.89027,NA,NA,NA,164394,0,0,0,17059,20060,17393
2017-10-31,화,44,8.8,0.4,17.2,NA,NA,9.02056,NA,NA,NA,233964,0,0,0,17058,20058,17393
2017-11-01,수,19,13.1,7.3,19,NA,NA,8.68923,NA,NA,NA,239045,0,0,0,17057,20056,17392
2017-11-02,목,23,13.9,10.9,19.1,NA,NA,8.77619,NA,NA,NA,236057,0,0,0,17056,20054,17391
2017-11-03,금,37,11.3,7.6,17.6,0.3,NA,13.2441,NA,NA,NA,255251,0,0,0,17055,20052,17390
2017-11-04,토,36,7.7,3.2,13.9,NA,NA,15.89688,NA,NA,NA,212895,0,0,0,17053,20050,17389
2017-11-05,일,60,7.3,0.9,14.7,NA,42,13.30574,NA,NA,NA,153317,0,0,0,17051,20048,17388
2017-11-07,화,33,13.5,5.6,20.8,0,NA,11.58858,NA,NA,NA,235229,0,0,0,17049,20046,17387
2017-11-08,수,34,13.8,7,18.9,0.7,NA,9.64908,NA,NA,NA,240419,0,0,0,17047,20044,17386
2017-11-09,목,35,8.7,2.4,16.8,NA,NA,9.02276,NA,NA,NA,243328,0,0,0,17045,20042,17385
2017-11-10,금,37,9.9,3.4,18.9,3.1,NA,13.74713,NA,NA,NA,253773,0,0,0,17043,20040,17384
2017-11-11,토,45,6,2,12.1,NA,NA,14.96015,NA,NA,NA,213434,0,0,0,17041,20038,17383
2017-11-12,일,43,5.4,-0.9,13.4,NA,67,13.95958,NA,NA,NA,151936,0,0,0,17039,20036,17382
2017-11-14,화,46,8.8,4.3,13.9,0,NA,11.07454,NA,NA,NA,236774,0,0,0,17037,20034,17381
2017-11-15,수,45,5.7,2.5,10.3,0,NA,13.29693,NA,NA,NA,248406,0,0,0,17035,20032,17380
2017-11-16,목,49,2.6,-2.3,8.9,NA,NA,16.24251,NA,NA,NA,236103,0,0,0,17033,20030,17379
2017-11-17,금,47,4.7,-2.5,9.4,0.1,NA,15.27496,NA,NA,NA,251847,0,0,0,17031,20028,17378
2017-11-18,토,45,0.9,-3.7,7.4,0,NA,17.98718,NA,NA,NA,198197,0,0,0,17029,20026,17377
2017-11-19,일,52,-0.4,-5.8,3.7,NA,51,15.341,NA,NA,NA,143323,0,0,0,17027,20024,17376
2017-11-21,화,34,2.5,-2.8,9.9,NA,NA,10.7168,NA,NA,NA,231590,0,0,0,17025,20022,17374
2017-11-22,수,35,4.7,-0.7,10.1,0.1,NA,12.44496,NA,NA,NA,238211,0,0,0,17023,20019,17372
2017-11-23,목,47,1.1,-2.4,6,2.1,NA,14.5947,NA,NA,NA,238081,0,0,0,17021,20016,17370
2017-11-24,금,44,0.9,-1.2,3.7,5.9,NA,15.88587,NA,NA,NA,267213,0,0,0,17019,20013,17368
2017-11-25,토,57,6.1,-1.6,11.2,NA,NA,20.28333,NA,NA,NA,199779,0,0,0,17017,20010,17366
2017-11-26,일,55,7.1,1.1,11.1,2.8,76,17.08678,NA,NA,NA,146211,0,0,0,17015,20007,17364
2017-11-27,월,7,3.1,-2.4,10.4,NA,NA,11.04812,NA,NA,NA,240141,0,0,0,17013,20004,17362
2017-11-28,화,42,5.8,0.2,12.8,0,NA,10.73881,NA,NA,NA,237023,0,0,0,17011,20001,17360
2017-11-29,수,32,6.4,1.7,10.7,0,NA,10.63424,NA,NA,NA,249537,0,0,0,17010,19998,17358
2017-11-30,목,27,-0.3,-3.8,5,NA,NA,10.95456,NA,NA,NA,238046,0,0,0,17009,19995,17356
2017-12-01,금,45,-0.6,-6.5,4.4,NA,NA,14.38556,NA,NA,NA,256680,0,0,0,17008,19992,17352
2017-12-02,토,49,2,-2.5,7.6,NA,NA,19.85954,NA,NA,NA,201042,0,0,0,17007,19989,17348
2017-12-03,일,48,5.6,-1.1,12.8,0,53,16.30305,NA,NA,NA,147347,0,0,0,17006,19986,17344
2017-12-04,월,37,2.3,-2.5,5.9,0,NA,10.67387,NA,NA,NA,238211,0,0,0,17005,19983,17340
2017-12-05,화,55,-3.2,-7.6,1.8,NA,NA,11.05693,NA,NA,NA,232772,0,0,0,17003,19980,17336
2017-12-07,목,46,3.2,-0.5,7.5,2,NA,10.8687,NA,NA,NA,243491,0,0,0,17001,19977,17332
2017-12-08,금,41,-1.7,-4.1,2.6,NA,NA,14.64644,NA,NA,NA,260333,0,0,0,16999,19974,17328
2017-12-09,토,62,1.2,-1.6,4.8,0,NA,17.77364,NA,NA,NA,210696,0,0,0,16997,19971,17324
2017-12-10,일,72,3.1,-1,8.1,3,57,18.19522,NA,NA,NA,141986,0,0,0,16995,19968,17319
2017-12-11,월,59,-4.2,-8.2,0,0.6,NA,12.37341,NA,NA,NA,237909,0,0,0,16993,19965,17314
2017-12-12,화,55,-6.9,-11.4,-2,NA,NA,13.87482,NA,NA,NA,231497,0,0,0,16991,19962,17309
2017-12-14,목,32,-4.9,-11,0.8,NA,NA,11.51153,NA,NA,NA,242276,0,0,0,16989,19959,17304
2017-12-15,금,29,-1.3,-8.1,3.6,NA,NA,15.08453,NA,NA,NA,267399,0,0,0,16987,19956,17299
2017-12-16,토,50,-2.1,-5.7,2.1,0,NA,18.49903,NA,NA,NA,213718,0,0,0,16985,19953,17294
2017-12-17,일,51,-5.1,-9.4,0.4,NA,59,15.42356,NA,NA,NA,148255,0,0,0,16983,19950,17289
2017-12-18,월,33,1,-6.4,7,0,NA,11.98155,NA,NA,NA,242378,0,0,0,16981,19947,17284
2017-12-19,화,29,-2.1,-5.7,3.6,0.5,NA,11.13178,NA,NA,NA,239655,0,0,0,16979,19944,17279
2017-12-21,목,29,-0.6,-3.9,4.5,NA,NA,10.54178,NA,NA,NA,259534,0,0,1,16977,19941,17274
2017-12-22,금,34,1.9,-3.9,9.1,NA,NA,13.32115,NA,NA,NA,270617,0,0,1,16975,19938,17269
2017-12-23,토,45,3.9,-1.1,11.5,NA,NA,15.12196,NA,NA,NA,209755,0,0,1,16973,19935,17264
2017-12-24,일,76,3.2,0.7,6,21.4,49,19.7924,NA,NA,NA,149042,0,0,1,16971,19932,17259
2017-12-25,월,53,-0.2,-2.8,3.2,NA,NA,15.84734,NA,NA,NA,173788,1,0,1,16969,19929,17254
2017-12-26,화,42,-1.1,-5.1,3.4,0.3,NA,10.14661,NA,NA,NA,241798,0,0,1,16967,19926,17249
2017-12-28,목,23,-1.6,-6.9,3,NA,NA,10.1224,NA,NA,NA,239479,0,0,1,16965,19922,17244
2017-12-29,금,37,2.9,-0.5,6.2,0,NA,13.42462,NA,NA,NA,257624,0,0,1,16963,19918,17239
2017-12-30,토,45,3.5,0.1,7.6,0.9,NA,14.15881,NA,NA,NA,178692,0,0,1,16961,19914,17234
2017-12-31,일,47,1.3,-2.2,5.6,0.5,64,17.14952,NA,NA,NA,153388,0,0,1,16959,19911,17229
2018-01-01,월,42,-0.7,-5.3,4.9,NA,NA,14.02342,NA,NA,NA,109446,1,0,1,16957,19908,17228
2018-01-02,화,43,-1,-4.7,4.1,NA,NA,10.14882,NA,NA,NA,226452,0,0,1,16955,19905,17227
2018-01-04,목,38,-2.9,-6.3,-0.2,NA,NA,9.5346,NA,NA,NA,231130,0,0,1,16953,19902,17226
2018-01-05,금,26,-0.9,-3.7,3.9,NA,NA,11.75589,NA,NA,NA,249115,0,0,1,16952,19899,17225
2018-01-06,토,38,-0.7,-5,5.6,NA,NA,12.88966,NA,NA,NA,185910,0,0,1,16951,19896,17224
2018-01-07,일,41,-1.4,-6.6,2.2,NA,36,12.22481,NA,NA,NA,135438,0,0,1,16950,19893,17223
2018-01-08,월,31,1.5,-0.1,2.6,3.6,NA,10.52087,NA,NA,NA,231780,0,0,1,16949,19890,17221
2018-01-09,화,41,-1.5,-3.6,0.7,2.5,NA,11.06463,NA,NA,NA,244391,0,0,1,16948,19887,17219
2018-01-11,목,51,-9.3,-12.6,-4.9,0,NA,12.34479,NA,NA,NA,239983,0,0,1,16947,19884,17217
2018-01-12,금,44,-8.4,-13.7,-3.9,0,NA,15.61729,NA,NA,NA,242013,0,0,1,16946,19881,17215
2018-01-13,토,31,-2.2,-6.4,4.3,0.1,NA,14.85448,NA,NA,NA,191820,0,0,1,16945,19878,17213
2018-01-15,월,27,5.5,0.8,11,NA,NA,10.58911,NA,NA,NA,241550,0,0,1,16944,19875,17211
2018-01-16,화,53,3.6,0.2,7.4,3.1,NA,11.34092,NA,NA,NA,230126,0,0,1,16943,19872,17209
2018-01-17,수,29,4.2,2.5,6,11.2,NA,9.95068,NA,NA,NA,237865,0,0,1,16942,19869,17207
2018-01-18,목,26,3.7,-0.1,7.1,0,NA,9.65128,NA,NA,NA,239229,0,0,1,16941,19866,17205
2018-01-19,금,41,0.3,-3.6,5.8,NA,NA,13.101,NA,NA,NA,259705,0,0,1,16940,19863,17203
2018-01-20,토,44,0.8,-4.8,7.9,NA,NA,14.20284,NA,NA,NA,196008,0,0,1,16939,19860,17201
2018-01-21,일,30,1.1,-4,6.5,NA,40,12.96891,NA,NA,NA,142268,0,0,1,16938,19857,17199
2018-01-22,월,32,3,-0.4,8.3,0.8,NA,10.95676,NA,NA,NA,235273,0,0,1,16937,19854,17197
2018-01-23,화,37,-7.3,-11.4,-0.4,0,NA,11.58968,NA,NA,NA,219969,0,0,1,16936,19851,17195
2018-01-25,목,42,-10.9,-16.3,-5.6,NA,NA,14.80604,NA,NA,NA,215178,0,0,1,16935,19849,17193
2018-01-26,금,45,-11.8,-16.2,-5.1,NA,NA,19.06591,NA,NA,NA,226750,0,0,1,16934,19847,17191
2018-01-27,토,42,-8.5,-15.6,-1.1,NA,NA,15.42246,NA,NA,NA,178305,0,0,1,16933,19845,17189
2018-01-28,일,33,-3.5,-7.1,1.6,NA,44,13.28923,NA,NA,NA,141621,0,0,1,16932,19843,17187
2018-01-29,월,33,-6.8,-9.5,-2.5,NA,NA,11.95623,NA,NA,NA,227153,0,0,1,16931,19841,17185
2018-01-30,화,39,-4.4,-11.7,1.7,NA,NA,14.46041,NA,NA,NA,223264,0,0,1,16930,19839,17183
2018-02-01,목,37,-2.1,-6.6,4.1,NA,NA,10.85989,NA,NA,NA,234695,0,0,1,16929,19835,17181
2018-02-02,금,32,-2.7,-9,4.5,NA,NA,12.9524,NA,NA,NA,250685,0,0,1,16928,19831,17179
2018-02-03,토,35,-4.7,-8.2,-1.4,0,NA,14.24467,NA,NA,NA,184130,0,0,1,16927,19827,17177
2018-02-04,일,30,-7.3,-11.2,-2.5,0,45,13.31124,NA,NA,NA,132373,0,0,1,16926,19823,17175
2018-02-05,월,26,-8.1,-12.5,-2.4,NA,NA,10.06736,NA,NA,NA,221907,0,0,1,16926,19819,17173
2018-02-06,화,33,-8.2,-13.2,-3.2,0.2,NA,10.02773,NA,NA,NA,218168,0,0,1,16925,19815,17171
2018-02-08,목,26,-3.8,-11.2,4.5,NA,NA,9.75695,NA,NA,NA,237496,0,0,1,16924,19811,17169
2018-02-09,금,47,1.4,-5.7,9,NA,NA,13.80217,NA,NA,NA,255453,0,0,1,16923,19807,17167
2018-02-10,토,29,0.5,-5.2,6.8,NA,NA,13.72292,NA,NA,NA,187313,0,0,1,16922,19803,17165
2018-02-11,일,34,-3.7,-7.7,0.6,1,57,13.79557,NA,NA,NA,137479,0,0,1,16921,19799,17163
2018-02-12,월,36,-4.8,-9.5,-0.4,1.4,NA,10.66616,NA,NA,NA,243485,0,0,1,16920,19795,17161
2018-02-13,화,52,-0.8,-6.7,4.4,0.9,NA,10.37667,NA,NA,NA,246036,0,0,1,16919,19791,17159
2018-02-14,수,26,5.6,-0.8,11.6,NA,NA,10.31393,NA,NA,NA,248730,0,0,1,16918,19787,17157
2018-02-15,목,41,0.8,-3.2,7.2,NA,NA,10.63754,NA,NA,NA,93866,1,0,1,16917,19783,17155
2018-02-16,금,68,0.4,-5.2,7.5,NA,NA,13.77465,NA,NA,NA,66139,1,0,1,16916,19779,17153
2018-02-17,토,25,-1.1,-4.9,4.1,NA,NA,16.6674,NA,NA,NA,106673,1,0,1,16915,19775,17151
2018-02-18,일,29,-0.1,-3.7,4.3,NA,40,13.19456,NA,NA,NA,132159,0,0,1,16914,19771,17149
2018-02-19,월,34,2.5,-3.4,8.8,NA,NA,10.53628,NA,NA,NA,240764,0,0,1,16913,19767,17147
2018-02-20,화,33,1.9,-3.3,8.1,NA,NA,10.77514,NA,NA,NA,241959,0,0,1,16912,19763,17145
2018-02-21,수,15,-0.1,-3.8,5.4,NA,NA,10.43391,NA,NA,NA,246240,0,0,1,16911,19759,17143
2018-02-22,목,29,0.5,-7.3,7.6,0,NA,10.94025,NA,NA,NA,246711,0,0,1,16910,19755,17142
2018-02-23,금,28,5.5,0.2,10,2,NA,13.76254,NA,NA,NA,260822,0,0,1,16909,19751,17141
2018-02-24,토,34,6,0.7,11.8,NA,NA,13.7009,NA,NA,NA,205670,0,0,1,16908,19747,17140
2018-02-25,일,38,4,-0.6,11.1,NA,52,13.43893,NA,NA,NA,150082,0,0,1,16907,19743,17139
2018-02-26,월,34,4,-4.2,13,NA,NA,10.94685,NA,NA,NA,246743,0,0,1,16906,19738,17138
2018-02-27,화,31,6.3,-1.9,13.1,NA,NA,10.85769,NA,NA,NA,249370,0,0,1,16904,19733,17137
2018-02-28,수,2,5.3,1.4,9.9,35,NA,16.29645,NA,NA,NA,241449,0,0,1,16902,19728,17136
2018-03-01,목,46,2,-3.2,4.8,1,NA,11.62601,NA,NA,NA,159469,1,0,1,16900,19726,17135
2018-03-02,금,31,1.1,-6.2,8.7,NA,NA,10.49555,NA,NA,NA,243130,0,0,0,16898,19724,17134
2018-03-03,토,32,8.6,-1.7,18.7,NA,NA,12.55283,NA,NA,NA,194652,0,0,0,16896,19722,17133
2018-03-04,일,32,15.1,9.5,23.1,11.5,51,11.77351,NA,NA,NA,159149,0,0,0,16894,19720,17132
2018-03-05,월,16,6.6,3.3,14.5,18.6,NA,8.43716,NA,NA,NA,231595,0,0,0,16892,19718,17131
2018-03-06,화,36,5.6,-0.4,12.5,NA,NA,7.42779,NA,NA,NA,243234,0,0,0,16890,19716,17130
2018-03-08,목,38,2.9,0.6,6.2,12.5,NA,9.00625,NA,NA,NA,234650,0,0,0,16888,19714,17129
2018-03-09,금,44,3.3,0.5,6.4,NA,NA,11.85056,NA,NA,NA,268600,0,0,0,16886,19712,17128
2018-03-10,토,31,4.1,-1.2,11.5,NA,NA,13.76034,NA,NA,NA,208685,0,0,0,16884,19710,17127
2018-03-11,일,35,7.7,2.2,14.8,NA,45,12.18738,NA,NA,NA,158152,0,0,0,16882,19708,17126
2018-03-12,월,31,8.6,0.1,17.6,NA,NA,7.83396,NA,NA,NA,246787,0,0,0,16880,19706,17125
2018-03-13,화,34,12.4,2.9,20.8,NA,NA,7.34743,NA,NA,NA,245257,0,0,0,16878,19704,17124
2018-03-15,목,31,13.7,10.6,15.8,16.6,NA,9.04147,NA,NA,NA,226485,0,0,0,16876,19701,17122
2018-03-16,금,29,6.6,3.1,10.8,0.1,NA,11.66563,NA,NA,NA,266322,0,0,0,16874,19698,17120
2018-03-17,토,40,7.6,0.4,14.8,NA,NA,13.80988,NA,NA,NA,213704,0,0,0,16872,19695,17118
2018-03-18,일,34,7.8,3,11.4,8,55,12.82471,NA,NA,NA,149459,0,0,0,16870,19692,17116
2018-03-19,월,25,8.3,5.5,11.1,22,NA,8.37662,NA,NA,NA,226031,0,0,0,16868,19689,17114
2018-03-20,화,34,5.9,2.8,10.3,NA,NA,8.45808,NA,NA,NA,237932,0,0,0,16866,19686,17112
2018-03-22,목,34,5.2,0.5,12.2,0.6,NA,7.50484,NA,NA,NA,244179,0,0,0,16864,19683,17110
2018-03-23,금,31,6.3,-1,13.9,NA,NA,10.89292,NA,NA,NA,267440,0,0,0,16862,19680,17108
2018-03-24,토,41,8.4,1.7,15.1,NA,NA,13.51928,NA,NA,NA,214013,0,0,0,16860,19677,17106
2018-03-25,일,30,10.9,4.4,19.5,NA,32,11.84946,NA,NA,NA,156188,0,0,0,16858,19674,17104
2018-03-26,월,36,12.4,3.9,20.5,NA,NA,7.54226,NA,NA,NA,241259,0,0,0,16856,19671,17102
2018-03-27,화,23,13.9,6.3,21.5,NA,NA,6.88952,NA,NA,NA,241365,0,0,0,16854,19668,17100
2018-03-29,목,23,16,10.7,21.5,NA,NA,7.61601,NA,NA,NA,246617,0,0,0,16852,19665,17098
2018-03-30,금,29,15.6,10.4,21.6,NA,NA,10.79825,NA,NA,NA,266928,0,0,0,16850,19662,17096
2018-03-31,토,43,15.9,9.2,23.1,NA,NA,13.35527,NA,NA,NA,208660,0,0,0,16848,19661,17094
2018-04-01,일,43,16,10.3,20.6,NA,38,11.96393,NA,NA,NA,152656,0,0,0,16845,19661,17093
2018-04-02,월,25,18.3,11.5,25.1,NA,NA,7.91541,NA,NA,NA,242002,0,0,0,16842,19661,17092
2018-04-03,화,41,19.1,13.2,25.7,NA,NA,7.95834,NA,NA,NA,242023,0,0,0,16839,19661,17091
2018-04-05,목,29,8.2,7.4,9.4,18.6,NA,9.37389,NA,NA,NA,224164,0,0,0,16836,19661,17090
2018-04-06,금,22,7.8,3.5,13.4,18.8,NA,12.17748,NA,NA,NA,258832,0,0,0,16834,19661,17089
2018-04-07,토,36,5,2.6,9.4,NA,NA,14.47252,NA,NA,NA,205644,0,0,0,16832,19661,17088
2018-04-08,일,32,8.2,0.8,13.4,NA,34,13.42792,NA,NA,NA,151903,0,0,0,16830,19661,17087
2018-04-09,월,25,11.9,5.5,18.7,NA,NA,8.06732,NA,NA,NA,246473,0,0,0,16828,19661,17086
2018-04-10,화,30,16.2,5.3,24.2,0.3,NA,8.66282,NA,NA,NA,243556,0,0,0,16826,19661,17085
2018-04-12,목,27,13.9,6,22.2,NA,NA,8.00237,NA,NA,NA,247088,0,0,0,16824,19661,17084
2018-04-13,금,34,13.2,5.9,18.6,0,NA,12.49449,NA,NA,NA,263996,0,0,0,16822,19661,17083
2018-04-14,토,54,9,7.2,13,36.7,NA,16.29645,NA,NA,NA,195490,0,0,0,16820,19661,17082
2018-04-15,일,35,10.2,5.8,16.5,NA,36,12.97221,NA,NA,NA,155152,0,0,0,16818,19661,17081
2018-04-16,월,29,11.6,3.3,18.9,NA,NA,8.25334,NA,NA,NA,241232,0,0,0,16816,19661,17080
2018-04-17,화,33,14.1,8.1,20.8,NA,NA,8.51091,NA,NA,NA,237698,0,0,0,16814,19661,17079
2018-04-18,수,1,13.6,6,22,NA,NA,8.0409,NA,NA,NA,245287,0,0,0,16812,19661,17078
2018-04-19,목,23,14.6,5.1,23.3,NA,NA,8.10144,NA,NA,NA,246081,0,0,0,16810,19661,17077
2018-04-20,금,32,19.2,9.1,29.9,NA,NA,12.55943,NA,NA,NA,261459,0,0,0,16808,19661,17075
2018-04-21,토,49,19.7,11,30,NA,NA,14.53196,NA,NA,NA,201470,0,0,0,16806,19661,17073
2018-04-22,일,53,16.3,12.9,21.6,2.7,51,14.04433,NA,NA,NA,133224,0,0,0,16804,19661,17071
2018-04-23,월,34,11.4,10.7,15.1,38.9,NA,10.92924,NA,NA,NA,212031,0,0,0,16802,19661,17069
2018-04-24,화,45,12.1,10.4,13.8,3.6,NA,9.74594,NA,NA,NA,233573,0,0,0,16800,19661,17067
2018-04-25,수,1,14.1,5.4,22.5,NA,NA,10.02773,NA,NA,NA,251453,0,0,0,16798,19661,17065
2018-04-26,목,26,15.5,7.2,23.9,NA,NA,9.89124,NA,NA,NA,248803,0,0,0,16796,19661,17063
2018-04-27,금,37,16.2,9.2,23.3,NA,NA,12.33158,NA,NA,NA,271695,0,0,0,16793,19661,17061
2018-04-28,토,34,15.9,9.6,23.1,NA,NA,13.74823,NA,NA,NA,217464,0,0,0,16790,19661,17059
2018-04-29,일,36,16.4,6.3,25.4,NA,49,12.6508,NA,NA,NA,158860,0,0,0,16787,19660,17057
2018-04-30,월,36,20.3,13.4,27,NA,NA,9.40031,NA,NA,NA,245764,0,0,0,16784,19659,17055
2018-05-01,화,54,21.5,17.2,26.5,NA,NA,10.16863,NA,NA,NA,209195,1,0,0,16781,19658,17053
2018-05-02,수,1,17.8,11.3,23.4,7,NA,9.93967,NA,NA,NA,236781,0,0,0,16778,19657,17051
2018-05-03,목,29,12.5,9,17.1,NA,NA,9.72393,NA,NA,NA,247117,0,0,0,16775,19656,17049
2018-05-04,금,31,15.3,7.8,22.3,NA,NA,12.27324,NA,NA,NA,285665,0,0,0,16771,19655,17047
2018-05-05,토,42,19.5,12.4,25.3,NA,NA,14.69377,NA,NA,NA,188962,1,0,0,16767,19654,17045
2018-05-06,일,51,16.3,14.9,20,20.5,41,15.81762,NA,NA,NA,127386,0,0,0,16763,19653,17043
2018-05-07,월,45,17.4,14.8,21.7,4,NA,12.90287,NA,NA,NA,162022,1,0,0,16759,19652,17041
2018-05-08,화,45,16.5,12.7,22.2,NA,NA,10.00022,NA,NA,NA,249826,0,0,0,16755,19651,17039
2018-05-09,수,1,16.1,9.4,22.5,NA,NA,8.95671,NA,NA,NA,254700,0,0,0,16751,19650,17037
2018-05-10,목,35,16.7,11.2,23.6,NA,NA,8.85545,NA,NA,NA,251767,0,0,0,16747,19649,17035
2018-05-11,금,42,17.3,11.2,23.9,NA,NA,12.14115,NA,NA,NA,289019,0,0,0,16743,19648,17033
2018-05-12,토,51,15.5,12.6,18,23.4,NA,16.50779,NA,NA,NA,195698,0,0,0,16739,19647,17031
2018-05-13,일,28,17.8,14.9,22.4,2.3,49,13.53139,NA,NA,NA,169924,0,0,0,16735,19646,17029
2018-05-14,월,35,19.6,13.6,26.6,NA,NA,8.91929,NA,NA,NA,251749,0,0,0,16731,19644,17027
2018-05-15,화,63,23.1,15.2,29.5,0,NA,10.17743,NA,NA,NA,250784,0,0,0,16727,19642,17025
2018-05-16,수,1,25.3,22.6,27.1,0,NA,10.24128,NA,NA,NA,241375,0,0,0,16723,19640,17023
2018-05-17,목,40,26.3,24.6,31,0.2,NA,10.45152,NA,NA,NA,240033,0,0,0,16719,19638,17021
2018-05-18,금,32,20.1,15.7,25,9.9,NA,13.47745,NA,NA,NA,260877,0,0,0,16715,19636,17019
2018-05-19,토,48,17.6,13.9,21.5,NA,NA,14.87319,NA,NA,NA,223184,0,0,0,16711,19634,17017
2018-05-20,일,37,16.8,10.8,22.6,NA,39,14.37676,NA,NA,NA,154307,0,0,0,16707,19632,17015
2018-05-21,월,44,17.5,12.1,22.4,NA,NA,14.27659,NA,NA,NA,248026,0,0,0,16701,19630,17013
2018-05-22,화,60,18.8,13.8,24.9,6.2,NA,16.91616,NA,NA,NA,161015,1,0,0,16696,19628,17011
2018-05-23,수,1,18.9,14.7,23.6,22.4,NA,25.98296,NA,NA,NA,248313,0,0,0,16691,19626,17009
2018-05-24,목,49,18.9,10.8,26.4,NA,NA,13.65137,NA,NA,NA,254608,0,0,0,16686,19624,17007
2018-05-25,금,43,19.6,11.4,26.3,NA,NA,13.45874,NA,NA,NA,273003,0,0,0,16681,19622,17005
2018-05-26,토,47,21.8,12.9,30.5,NA,NA,15.57326,NA,NA,NA,217618,0,0,0,16676,19620,17003
2018-05-27,일,42,20.9,17.1,26,NA,41,14.53416,NA,NA,NA,158321,0,0,0,16671,19618,17001
2018-05-28,월,36,23,15.5,30.5,NA,NA,12.19509,NA,NA,NA,245075,0,0,0,16666,19616,16999
2018-05-29,화,45,23.6,18.5,28.9,NA,NA,10.4174,NA,NA,NA,243950,0,0,0,16661,19614,16997
2018-05-30,수,45,22.4,18.3,27.5,0,NA,9.56983,NA,NA,NA,247666,0,0,0,16656,19612,16994
2018-05-31,목,37,20.9,14.6,26.7,NA,NA,9.75475,NA,NA,NA,243953,0,0,0,16651,19610,16991
2018-06-01,금,38,23.4,15.9,31.1,NA,NA,13.68109,NA,NA,NA,263365,0,0,0,16641,19608,16992
2018-06-02,토,36,23.4,15.8,31.5,NA,NA,14.92272,NA,NA,NA,206088,0,0,0,16631,19606,16993
2018-06-03,일,49,23.6,15.8,31.1,NA,52,13.41361,NA,NA,NA,149543,0,0,0,16621,19604,16994
2018-06-04,월,53,23.5,18.1,29.3,0,NA,8.7806,NA,NA,NA,244352,0,0,0,16611,19602,16995
2018-06-05,화,48,23.9,19.3,28.7,0.1,NA,11.28698,NA,NA,NA,254635,0,0,0,16601,19600,16996
2018-06-06,수,47,24.6,18.7,30.7,NA,NA,12.6508,NA,NA,NA,183213,1,0,0,16591,19598,16997
2018-06-07,목,28,24.6,20.5,30.6,NA,NA,9.52249,NA,NA,NA,247871,0,0,0,16581,19596,16998
2018-06-08,금,40,22.5,19.5,27.7,NA,NA,11.36623,NA,NA,NA,263926,0,0,0,16571,19594,16999
2018-06-09,토,44,23.1,17.6,29,0.7,NA,14.05424,NA,NA,NA,205713,0,0,0,16561,19592,17000
2018-06-10,일,38,21.6,18.5,25.8,0,55,13.3971,NA,NA,NA,150185,0,0,0,16551,19590,17001
